species,hses_code,year,aimag_mn,livestock
Тэмээ,81,1996,Завхан,11.1
Тэмээ,81,1997,Завхан,10.8
Тэмээ,81,1998,Завхан,11.1
Тэмээ,81,1999,Завхан,10.8
Тэмээ,81,2000,Завхан,8.7
Тэмээ,81,2001,Завхан,7.9
Тэмээ,81,2002,Завхан,7.1
Тэмээ,81,2003,Завхан,7.1
Тэмээ,81,2004,Завхан,6.4
Тэмээ,81,2005,Завхан,6.3
Тэмээ,81,2006,Завхан,6.6
Тэмээ,81,2007,Завхан,6.9
Тэмээ,81,2008,Завхан,6.6
Тэмээ,81,2009,Завхан,6.6
Тэмээ,81,2010,Завхан,5.8
Тэмээ,81,2011,Завхан,6.2
Тэмээ,81,2012,Завхан,6.4
Тэмээ,81,2013,Завхан,6.3
Тэмээ,81,2014,Завхан,6.6
Тэмээ,81,2015,Завхан,6.7
Тэмээ,81,2016,Завхан,6.9
Тэмээ,81,2017,Завхан,7.5
Тэмээ,81,2018,Завхан,7.8
Тэмээ,81,2019,Завхан,8
Тэмээ,81,2020,Завхан,8.1
Тэмээ,81,2021,Завхан,8.3
Тэмээ,81,2022,Завхан,8.7
Тэмээ,81,2023,Завхан,8.7
Тэмээ,81,2024,Завхан,9
Тэмээ,82,1970,Говь-Алтай,51.6
Тэмээ,82,1971,Говь-Алтай,52.7
Тэмээ,82,1972,Говь-Алтай,52.9
Тэмээ,82,1973,Говь-Алтай,53.6
Тэмээ,82,1974,Говь-Алтай,53.8
Тэмээ,82,1975,Говь-Алтай,54.2
Тэмээ,82,1976,Говь-Алтай,54.5
Тэмээ,82,1977,Говь-Алтай,55.5
Тэмээ,82,1978,Говь-Алтай,54.3
Тэмээ,82,1979,Говь-Алтай,54.3
Тэмээ,82,1980,Говь-Алтай,54.8
Тэмээ,82,1981,Говь-Алтай,54.6
Тэмээ,82,1982,Говь-Алтай,53.3
Тэмээ,82,1983,Говь-Алтай,51.5
Тэмээ,82,1984,Говь-Алтай,50.6
Тэмээ,82,1985,Говь-Алтай,51.2
Тэмээ,82,1986,Говь-Алтай,50.9
Тэмээ,82,1987,Говь-Алтай,52.2
Тэмээ,82,1988,Говь-Алтай,52.9
Тэмээ,82,1989,Говь-Алтай,53.3
Тэмээ,82,1990,Говь-Алтай,52.1
Тэмээ,82,1991,Говь-Алтай,47.6
Тэмээ,82,1992,Говь-Алтай,43.3
Тэмээ,82,1993,Говь-Алтай,39.1
Тэмээ,82,1994,Говь-Алтай,39.6
Тэмээ,82,1995,Говь-Алтай,40.3
Тэмээ,82,1996,Говь-Алтай,38.6
Тэмээ,82,1997,Говь-Алтай,36.9
Тэмээ,82,1998,Говь-Алтай,35.3
Тэмээ,82,1999,Говь-Алтай,34.5
Тэмээ,82,2000,Говь-Алтай,31.8
Тэмээ,82,2001,Говь-Алтай,28.3
Тэмээ,82,2002,Говь-Алтай,22.3
Тэмээ,82,2003,Говь-Алтай,23.9
Тэмээ,82,2004,Говь-Алтай,24.5
Тэмээ,82,2005,Говь-Алтай,25
Тэмээ,82,2006,Говь-Алтай,26
Тэмээ,82,2007,Говь-Алтай,27.3
Тэмээ,82,2008,Говь-Алтай,27
Тэмээ,82,2009,Говь-Алтай,26.9
Тэмээ,82,2010,Говь-Алтай,24.3
Тэмээ,82,2011,Говь-Алтай,25.2
Тэмээ,82,2012,Говь-Алтай,28.2
Тэмээ,82,2013,Говь-Алтай,30.4
Тэмээ,82,2014,Говь-Алтай,32.8
Тэмээ,82,2015,Говь-Алтай,34.7
Тэмээ,82,2016,Говь-Алтай,38.5
Тэмээ,82,2017,Говь-Алтай,42
Тэмээ,82,2018,Говь-Алтай,43.7
Тэмээ,82,2019,Говь-Алтай,44.4
Тэмээ,82,2020,Говь-Алтай,43.9
Тэмээ,82,2021,Говь-Алтай,43.7
Тэмээ,82,2022,Говь-Алтай,45.4
Тэмээ,82,2023,Говь-Алтай,47.4
Тэмээ,82,2024,Говь-Алтай,50.1
Тэмээ,83,1970,Баян-Өлгий,14.6
Тэмээ,83,1971,Баян-Өлгий,14.5
Тэмээ,83,1972,Баян-Өлгий,14.4
Тэмээ,83,1973,Баян-Өлгий,14.6
Тэмээ,83,1974,Баян-Өлгий,14.4
Тэмээ,83,1975,Баян-Өлгий,13.3
Тэмээ,83,1976,Баян-Өлгий,12.9
Тэмээ,83,1977,Баян-Өлгий,12.3
Тэмээ,83,1978,Баян-Өлгий,11.4
Тэмээ,83,1979,Баян-Өлгий,11.2
Тэмээ,83,1980,Баян-Өлгий,11
Тэмээ,83,1981,Баян-Өлгий,11.1
Тэмээ,83,1982,Баян-Өлгий,11
Тэмээ,83,1983,Баян-Өлгий,10.5
Тэмээ,83,1984,Баян-Өлгий,10.4
Тэмээ,83,1985,Баян-Өлгий,10.7
Тэмээ,83,1986,Баян-Өлгий,10.7
Тэмээ,83,1987,Баян-Өлгий,10.6
Тэмээ,83,1988,Баян-Өлгий,10.4
Тэмээ,83,1989,Баян-Өлгий,10.5
Тэмээ,83,1990,Баян-Өлгий,10.4
Тэмээ,83,1991,Баян-Өлгий,8.9
Тэмээ,83,1992,Баян-Өлгий,7.6
Тэмээ,83,1993,Баян-Өлгий,7.2
Тэмээ,83,1994,Баян-Өлгий,7.9
Тэмээ,83,1995,Баян-Өлгий,8.5
Тэмээ,83,1996,Баян-Өлгий,8.4
Тэмээ,83,1997,Баян-Өлгий,8.5
Тэмээ,83,1998,Баян-Өлгий,8.2
Тэмээ,83,1999,Баян-Өлгий,8
Тэмээ,83,2000,Баян-Өлгий,7
Тэмээ,83,2001,Баян-Өлгий,6.4
Тэмээ,83,2002,Баян-Өлгий,5.9
Тэмээ,83,2003,Баян-Өлгий,5.6
Тэмээ,83,2004,Баян-Өлгий,4.8
Тэмээ,83,2005,Баян-Өлгий,4.3
Тэмээ,83,2006,Баян-Өлгий,4.3
Тэмээ,83,2007,Баян-Өлгий,4.3
Тэмээ,83,2008,Баян-Өлгий,4
Тэмээ,83,2009,Баян-Өлгий,3.9
Тэмээ,83,2010,Баян-Өлгий,3.8
Тэмээ,83,2011,Баян-Өлгий,4
Тэмээ,83,2012,Баян-Өлгий,4.2
Тэмээ,83,2013,Баян-Өлгий,4.3
Тэмээ,83,2014,Баян-Өлгий,4.7
Тэмээ,83,2015,Баян-Өлгий,4.7
Тэмээ,83,2016,Баян-Өлгий,4.9
Тэмээ,83,2017,Баян-Өлгий,5.3
Тэмээ,83,2018,Баян-Өлгий,5.6
Тэмээ,83,2019,Баян-Өлгий,5.9
Тэмээ,83,2020,Баян-Өлгий,5.4
Тэмээ,83,2021,Баян-Өлгий,5.9
Тэмээ,83,2022,Баян-Өлгий,6.1
Тэмээ,83,2023,Баян-Өлгий,6.2
Тэмээ,83,2024,Баян-Өлгий,6.7
Тэмээ,84,1970,Ховд,40.7
Тэмээ,84,1971,Ховд,41.5
Тэмээ,84,1972,Ховд,42
Тэмээ,84,1973,Ховд,42.4
Тэмээ,84,1974,Ховд,42.7
Тэмээ,84,1975,Ховд,42.8
Тэмээ,84,1976,Ховд,43.1
Тэмээ,84,1977,Ховд,42.4
Тэмээ,84,1978,Ховд,41.9
Тэмээ,84,1979,Ховд,42.5
Тэмээ,84,1980,Ховд,42.2
Тэмээ,84,1981,Ховд,41.5
Тэмээ,84,1982,Ховд,40
Тэмээ,84,1983,Ховд,38.3
Тэмээ,84,1984,Ховд,36.7
Тэмээ,84,1985,Ховд,37.3
Тэмээ,84,1986,Ховд,37.3
Тэмээ,84,1987,Ховд,37.5
Тэмээ,84,1988,Ховд,38.1
Тэмээ,84,1989,Ховд,37.6
Тэмээ,84,1990,Ховд,37.2
Тэмээ,84,1991,Ховд,32.3
Тэмээ,84,1992,Ховд,28.4
Тэмээ,84,1993,Ховд,27.6
Тэмээ,84,1994,Ховд,28.3
Тэмээ,84,1995,Ховд,29.1
Тэмээ,84,1996,Ховд,27.7
Тэмээ,84,1997,Ховд,26
Тэмээ,84,1998,Ховд,24.9
Тэмээ,84,1999,Ховд,25
Тэмээ,84,2000,Ховд,23
Тэмээ,84,2001,Ховд,19.6
Тэмээ,84,2002,Ховд,16.8
Тэмээ,84,2003,Ховд,16.9
Тэмээ,84,2004,Ховд,16.6
Тэмээ,84,2005,Ховд,16.9
Тэмээ,84,2006,Ховд,17.6
Тэмээ,84,2007,Ховд,18.1
Тэмээ,84,2008,Ховд,17.7
Тэмээ,84,2009,Ховд,17.7
Тэмээ,84,2010,Ховд,16.3
Тэмээ,84,2011,Ховд,16.8
Тэмээ,84,2012,Ховд,18.6
Тэмээ,84,2013,Ховд,18.9
Тэмээ,84,2014,Ховд,20.6
Тэмээ,84,2015,Ховд,21.8
Тэмээ,84,2016,Ховд,23.9
Тэмээ,84,2017,Ховд,25.7
Тэмээ,84,2018,Ховд,25.4
Тэмээ,84,2019,Ховд,25.8
Тэмээ,84,2020,Ховд,25.7
Тэмээ,84,2021,Ховд,27.6
Тэмээ,84,2022,Ховд,29.6
Тэмээ,84,2023,Ховд,30.7
Тэмээ,84,2024,Ховд,35
Тэмээ,85,1970,Увс,41.4
Тэмээ,85,1971,Увс,41.7
Тэмээ,85,1972,Увс,40.3
Тэмээ,85,1973,Увс,40.9
Тэмээ,85,1974,Увс,40.1
Тэмээ,85,1975,Увс,39.4
Тэмээ,85,1976,Увс,38.2
Тэмээ,85,1977,Увс,38
Тэмээ,85,1978,Увс,38
Тэмээ,85,1979,Увс,39
Тэмээ,85,1980,Увс,39.2
Тэмээ,85,1981,Увс,39.1
Тэмээ,85,1982,Увс,39.5
Тэмээ,85,1983,Увс,38.4
Тэмээ,85,1984,Увс,38.7
Тэмээ,85,1985,Увс,39.6
Тэмээ,85,1986,Увс,40.5
Тэмээ,85,1987,Увс,41
Тэмээ,85,1988,Увс,41.7
Тэмээ,85,1989,Увс,41.8
Тэмээ,85,1990,Увс,40.4
Тэмээ,85,1991,Увс,34.9
Тэмээ,85,1992,Увс,28.7
Тэмээ,85,1993,Увс,26.1
Тэмээ,85,1994,Увс,25.3
Тэмээ,85,1995,Увс,24.7
Тэмээ,85,1996,Увс,24.2
Тэмээ,85,1997,Увс,24.1
Тэмээ,85,1998,Увс,24.3
Тэмээ,85,1999,Увс,22.7
Тэмээ,85,2000,Увс,18.2
Тэмээ,85,2001,Увс,16.8
Тэмээ,85,2002,Увс,14.8
Тэмээ,85,2003,Увс,15.6
Тэмээ,85,2004,Увс,15.8
Тэмээ,85,2005,Увс,15.8
Тэмээ,85,2006,Увс,16.1
Тэмээ,85,2007,Увс,16.5
Тэмээ,85,2008,Увс,16.1
Тэмээ,85,2009,Увс,15.9
Тэмээ,85,2010,Увс,14.5
Тэмээ,85,2011,Увс,15.5
Тэмээ,85,2012,Увс,16.9
Тэмээ,85,2013,Увс,17.9
Тэмээ,85,2014,Увс,19.5
Тэмээ,85,2015,Увс,20.5
Тэмээ,85,2016,Увс,21.9
Тэмээ,85,2017,Увс,23.5
Тэмээ,85,2018,Увс,25.1
Тэмээ,85,2019,Увс,25.6
Тэмээ,85,2020,Увс,25.5
Тэмээ,85,2021,Увс,26.4
Тэмээ,85,2022,Увс,27.2
Тэмээ,85,2023,Увс,25.9
Тэмээ,85,2024,Увс,26.4
Хонь,11,1970,Улаанбаатар,4.2
Хонь,11,1971,Улаанбаатар,7.5
Хонь,11,1972,Улаанбаатар,11.4
Хонь,11,1973,Улаанбаатар,13.7
Хонь,11,1974,Улаанбаатар,15.5
Хонь,11,1975,Улаанбаатар,19
Хонь,11,1976,Улаанбаатар,20.7
Хонь,11,1977,Улаанбаатар,20.3
Хонь,11,1978,Улаанбаатар,14.9
Хонь,11,1979,Улаанбаатар,4.7
Хонь,11,1980,Улаанбаатар,14.7
Хонь,11,1981,Улаанбаатар,16
Хонь,11,1982,Улаанбаатар,18.3
Хонь,11,1983,Улаанбаатар,26.3
Хонь,11,1984,Улаанбаатар,28
Хонь,11,1985,Улаанбаатар,30.5
Хонь,11,1986,Улаанбаатар,30.5
Хонь,11,1987,Улаанбаатар,36.7
Хонь,11,1988,Улаанбаатар,40.2
Хонь,11,1989,Улаанбаатар,50.9
Хонь,11,1990,Улаанбаатар,65.8
Хонь,11,1991,Улаанбаатар,104.1
Хонь,11,1992,Улаанбаатар,147.8
Хонь,11,1993,Улаанбаатар,144.8
Хонь,11,1994,Улаанбаатар,132.6
Хонь,11,1995,Улаанбаатар,145.2
Хонь,11,1996,Улаанбаатар,149
Хонь,11,1997,Улаанбаатар,145.1
Хонь,11,1998,Улаанбаатар,142.5
Хонь,11,1999,Улаанбаатар,109.7
Хонь,11,2000,Улаанбаатар,102.8
Хонь,11,2001,Улаанбаатар,94.8
Хонь,11,2002,Улаанбаатар,94.2
Хонь,11,2003,Улаанбаатар,96.8
Хонь,11,2004,Улаанбаатар,85.3
Хонь,11,2005,Улаанбаатар,94.2
Хонь,11,2006,Улаанбаатар,129
Хонь,11,2007,Улаанбаатар,128.7
Хонь,11,2008,Улаанбаатар,154.5
Хонь,11,2009,Улаанбаатар,167.9
Хонь,11,2010,Улаанбаатар,101.6
Хонь,11,2011,Улаанбаатар,105.8
Хонь,11,2012,Улаанбаатар,124.7
Хонь,11,2013,Улаанбаатар,134.6
Хонь,11,2014,Улаанбаатар,158.9
Хонь,11,2015,Улаанбаатар,162.3
Хонь,11,2016,Улаанбаатар,176.8
Хонь,11,2017,Улаанбаатар,170.2
Хонь,11,2018,Улаанбаатар,166.3
Хонь,11,2019,Улаанбаатар,176.7
Хонь,11,2020,Улаанбаатар,174.9
Хонь,11,2021,Улаанбаатар,169
Хонь,11,2022,Улаанбаатар,164.3
Хонь,11,2023,Улаанбаатар,155.6
Хонь,11,2024,Улаанбаатар,133.4
Хонь,21,1970,Дорнод,726.6
Хонь,21,1971,Дорнод,737.2
Хонь,21,1972,Дорнод,707
Хонь,21,1973,Дорнод,738.1
Хонь,21,1974,Дорнод,767.8
Хонь,21,1975,Дорнод,780.1
Хонь,21,1976,Дорнод,724.6
Хонь,21,1977,Дорнод,714.5
Хонь,21,1978,Дорнод,785.5
Хонь,21,1979,Дорнод,801.8
Хонь,21,1980,Дорнод,760.7
Хонь,21,1981,Дорнод,838.5
Хонь,21,1982,Дорнод,825
Хонь,21,1983,Дорнод,729.8
Хонь,21,1984,Дорнод,672.5
Хонь,21,1985,Дорнод,673.9
Хонь,21,1986,Дорнод,624.9
Хонь,21,1987,Дорнод,631.2
Хонь,21,1988,Дорнод,638.3
Хонь,21,1989,Дорнод,652.9
Хонь,21,1990,Дорнод,661.2
Хонь,21,1991,Дорнод,617.5
Хонь,21,1992,Дорнод,529.8
Хонь,21,1993,Дорнод,443.3
Хонь,21,1994,Дорнод,376.3
Хонь,21,1995,Дорнод,319.4
Хонь,21,1996,Дорнод,314
Хонь,21,1997,Дорнод,343.6
Хонь,21,1998,Дорнод,385.2
Хонь,21,1999,Дорнод,432.1
Хонь,21,2000,Дорнод,438.5
Хонь,21,2001,Дорнод,425.7
Хонь,21,2002,Дорнод,418.5
Хонь,21,2003,Дорнод,406.9
Хонь,21,2004,Дорнод,424
Хонь,21,2005,Дорнод,469.9
Хонь,21,2006,Дорнод,527.3
Хонь,21,2007,Дорнод,611.4
Хонь,21,2008,Дорнод,688.6
Хонь,21,2009,Дорнод,704.1
Хонь,21,2010,Дорнод,550.8
Хонь,21,2011,Дорнод,555.4
Хонь,21,2012,Дорнод,584.8
Хонь,21,2013,Дорнод,593
Хонь,21,2014,Дорнод,673.3
Хонь,21,2015,Дорнод,745.3
Хонь,21,2016,Дорнод,831.4
Хонь,21,2017,Дорнод,1001.6
Хонь,21,2018,Дорнод,1147.7
Хонь,21,2019,Дорнод,1262.4
Хонь,21,2020,Дорнод,1303.1
Хонь,21,2021,Дорнод,1470.2
Хонь,21,2022,Дорнод,1615.4
Хонь,21,2023,Дорнод,1514.5
Хонь,21,2024,Дорнод,1230.7
Хонь,22,1970,Сүхбаатар,636.8
Хонь,22,1971,Сүхбаатар,565.5
Хонь,22,1972,Сүхбаатар,627.1
Хонь,22,1973,Сүхбаатар,684
Хонь,22,1974,Сүхбаатар,692.7
Хонь,22,1975,Сүхбаатар,678.2
Хонь,22,1976,Сүхбаатар,657.4
Хонь,22,1977,Сүхбаатар,691.8
Хонь,22,1978,Сүхбаатар,704.7
Хонь,22,1979,Сүхбаатар,733.9
Хонь,22,1980,Сүхбаатар,678.6
Хонь,22,1981,Сүхбаатар,714.5
Хонь,22,1982,Сүхбаатар,654.3
Хонь,22,1983,Сүхбаатар,592.3
Хонь,22,1984,Сүхбаатар,627.5
Хонь,22,1985,Сүхбаатар,634.8
Хонь,22,1986,Сүхбаатар,624.9
Хонь,22,1987,Сүхбаатар,542.6
Хонь,22,1988,Сүхбаатар,572.8
Хонь,22,1989,Сүхбаатар,592
Хонь,22,1990,Сүхбаатар,602.9
Хонь,22,1991,Сүхбаатар,624.5
Хонь,22,1992,Сүхбаатар,657.3
Хонь,22,1993,Сүхбаатар,371.2
Хонь,22,1994,Сүхбаатар,586.3
Хонь,22,1995,Сүхбаатар,496.4
Хонь,22,1996,Сүхбаатар,499.7
Хонь,22,1997,Сүхбаатар,534.2
Хонь,22,1998,Сүхбаатар,605.6
Хонь,22,1999,Сүхбаатар,689.8
Хонь,22,2000,Сүхбаатар,717.3
Хонь,22,2001,Сүхбаатар,708
Хонь,22,2002,Сүхбаатар,711
Хонь,22,2003,Сүхбаатар,722.5
Хонь,22,2004,Сүхбаатар,706.4
Хонь,22,2005,Сүхбаатар,696
Хонь,22,2006,Сүхбаатар,750.8
Хонь,22,2007,Сүхбаатар,776.3
Хонь,22,2008,Сүхбаатар,733.1
Хонь,22,2009,Сүхбаатар,853.7
Хонь,22,2010,Сүхбаатар,961.2
Хонь,22,2011,Сүхбаатар,992
Хонь,22,2012,Сүхбаатар,1090.8
Хонь,22,2013,Сүхбаатар,1216.6
Хонь,22,2014,Сүхбаатар,1380.8
Хонь,22,2015,Сүхбаатар,1511.8
Хонь,22,2016,Сүхбаатар,1542.2
Хонь,22,2017,Сүхбаатар,1815.3
Хонь,22,2018,Сүхбаатар,1922.1
Хонь,22,2019,Сүхбаатар,1971.2
Хонь,22,2020,Сүхбаатар,1993.9
Хонь,22,2021,Сүхбаатар,2179
Хонь,22,2022,Сүхбаатар,2410
Хонь,22,2023,Сүхбаатар,2020.2
Хонь,22,2024,Сүхбаатар,861.4
Хонь,23,1970,Хэнтий,837.9
Хонь,23,1971,Хэнтий,845.2
Хонь,23,1972,Хэнтий,851.7
Хонь,23,1973,Хэнтий,848.2
Хонь,23,1974,Хэнтий,898.9
Хонь,23,1975,Хэнтий,894.9
Хонь,23,1976,Хэнтий,838.3
Хонь,23,1977,Хэнтий,788.5
Хонь,23,1978,Хэнтий,879.6
Хонь,23,1979,Хэнтий,912.3
Хонь,23,1980,Хэнтий,863.1
Хонь,23,1981,Хэнтий,933.6
Хонь,23,1982,Хэнтий,937.1
Хонь,23,1983,Хэнтий,871.6
Хонь,23,1984,Хэнтий,828.4
Хонь,23,1985,Хэнтий,783.8
Хонь,23,1986,Хэнтий,783.8
Хонь,23,1987,Хэнтий,789.7
Хонь,23,1988,Хэнтий,823.9
Хонь,23,1989,Хэнтий,901.8
Хонь,23,1990,Хэнтий,950.2
Хонь,23,1991,Хэнтий,865.8
Хонь,23,1992,Хэнтий,825.3
Хонь,23,1993,Хэнтий,667.6
Хонь,23,1994,Хэнтий,564.7
Хонь,23,1995,Хэнтий,520.3
Хонь,23,1996,Хэнтий,527.5
Хонь,23,1997,Хэнтий,567.7
Хонь,23,1998,Хэнтий,626.9
Хонь,23,1999,Хэнтий,678
Хонь,23,2000,Хэнтий,688.6
Хонь,23,2001,Хэнтий,648
Хонь,23,2002,Хэнтий,644.1
Хонь,23,2003,Хэнтий,659.1
Хонь,23,2004,Хэнтий,687.3
Хонь,23,2005,Хэнтий,782.3
Хонь,23,2006,Хэнтий,879.9
Хонь,23,2007,Хэнтий,1008.3
Хонь,23,2008,Хэнтий,1008.2
Хонь,23,2009,Хэнтий,1085.7
Хонь,23,2010,Хэнтий,1068.3
Хонь,23,2011,Хэнтий,1146.5
Хонь,23,2012,Хэнтий,1277.7
Хонь,23,2013,Хэнтий,1408.7
Хонь,23,2014,Хэнтий,1599.3
Хонь,23,2015,Хэнтий,1738.7
Хонь,23,2016,Хэнтий,1938.1
Хонь,23,2017,Хэнтий,2212.5
Хонь,23,2018,Хэнтий,2353.5
Хонь,23,2019,Хэнтий,2454.9
Хонь,23,2020,Хэнтий,2344.7
Хонь,23,2021,Хэнтий,2546.5
Хонь,23,2022,Хэнтий,2610.8
Хонь,23,2023,Хэнтий,2266.5
Хонь,23,2024,Хэнтий,1476.3
Хонь,41,1970,Төв,810
Хонь,41,1971,Төв,800.6
Хонь,41,1972,Төв,840
Хонь,41,1973,Төв,882
Хонь,41,1974,Төв,974.8
Хонь,41,1975,Төв,957
Хонь,41,1976,Төв,826.1
Хонь,41,1977,Төв,712.2
Хонь,41,1978,Төв,787
Хонь,41,1979,Төв,826.1
Хонь,41,1980,Төв,837.8
Хонь,41,1981,Төв,877.3
Хонь,41,1982,Төв,939.1
Хонь,41,1983,Төв,939.6
Хонь,41,1984,Төв,898.2
Хонь,41,1985,Төв,887.7
Хонь,41,1986,Төв,897.4
Хонь,41,1987,Төв,913.3
Хонь,41,1988,Төв,948.2
Хонь,41,1989,Төв,1025.8
Хонь,41,1990,Төв,1116.4
Хонь,41,1991,Төв,1061.7
Хонь,41,1992,Төв,1086.7
Хонь,41,1993,Төв,1011.9
Хонь,41,1994,Төв,982.6
Хонь,41,1995,Төв,1004.2
Хонь,41,1996,Төв,1020.3
Хонь,41,1997,Төв,1094.8
Хонь,41,1998,Төв,1172.6
Хонь,41,1999,Төв,1175.1
Хонь,41,2000,Төв,1101.2
Хонь,41,2001,Төв,894.6
Хонь,41,2002,Төв,806.8
Хонь,41,2003,Төв,724.8
Хонь,41,2004,Төв,744.8
Хонь,41,2005,Төв,855.7
Хонь,41,2006,Төв,1040.8
Хонь,41,2007,Төв,1249.3
Хонь,41,2008,Төв,1449.8
Хонь,41,2009,Төв,1714.5
Хонь,41,2010,Төв,1358.7
Хонь,41,2011,Төв,1462.3
Хонь,41,2012,Төв,1633.7
Хонь,41,2013,Төв,1815.9
Хонь,41,2014,Төв,2125.7
Хонь,41,2015,Төв,2271.2
Хонь,41,2016,Төв,2442.4
Хонь,41,2017,Төв,2461.1
Хонь,41,2018,Төв,2449.3
Хонь,41,2019,Төв,2619.8
Хонь,41,2020,Төв,2540.3
Хонь,41,2021,Төв,2535.5
Хонь,41,2022,Төв,2727.4
Хонь,41,2023,Төв,2642.7
Хонь,41,2024,Төв,2070.4
Хонь,42,1991,Говьсүмбэр,67.8
Хонь,42,1992,Говьсүмбэр,70.7
Хонь,42,1993,Говьсүмбэр,71.8
Хонь,42,1994,Говьсүмбэр,61.4
Хонь,42,1995,Говьсүмбэр,58.6
Хонь,42,1996,Говьсүмбэр,59.9
Хонь,42,1997,Говьсүмбэр,60
Хонь,42,1998,Говьсүмбэр,66.7
Хонь,42,1999,Говьсүмбэр,64.1
Хонь,42,2000,Говьсүмбэр,51.3
Хонь,42,2001,Говьсүмбэр,29.1
Хонь,42,2002,Говьсүмбэр,32.7
Хонь,42,2003,Говьсүмбэр,40
Хонь,42,2004,Говьсүмбэр,48.7
Хонь,42,2005,Говьсүмбэр,59.2
Хонь,42,2006,Говьсүмбэр,68.9
Хонь,42,2007,Говьсүмбэр,74.2
Хонь,42,2008,Говьсүмбэр,66.5
Хонь,42,2009,Говьсүмбэр,69.7
Хонь,42,2010,Говьсүмбэр,65.2
Хонь,42,2011,Говьсүмбэр,79
Хонь,42,2012,Говьсүмбэр,99.4
Хонь,42,2013,Говьсүмбэр,121
Хонь,42,2014,Говьсүмбэр,152.3
Хонь,42,2015,Говьсүмбэр,169.1
Хонь,42,2016,Говьсүмбэр,185.9
Хонь,42,2017,Говьсүмбэр,205.2
Хонь,42,2018,Говьсүмбэр,208.1
Хонь,42,2019,Говьсүмбэр,219.5
Хонь,42,2020,Говьсүмбэр,218.4
Хонь,42,2021,Говьсүмбэр,219.4
Хонь,42,2022,Говьсүмбэр,236
Хонь,42,2023,Говьсүмбэр,227.8
Хонь,42,2024,Говьсүмбэр,131.3
Хонь,43,1970,Сэлэнгэ,251.3
Хонь,43,1971,Сэлэнгэ,252.8
Хонь,43,1972,Сэлэнгэ,275.4
Хонь,43,1973,Сэлэнгэ,298
Хонь,43,1974,Сэлэнгэ,317.4
Хонь,43,1975,Сэлэнгэ,321.7
Хонь,43,1976,Сэлэнгэ,290
Хонь,43,1977,Сэлэнгэ,303.4
Хонь,43,1978,Сэлэнгэ,328.5
Хонь,43,1979,Сэлэнгэ,322.3
Хонь,43,1980,Сэлэнгэ,287.8
Хонь,43,1981,Сэлэнгэ,306.7
Хонь,43,1982,Сэлэнгэ,289.7
Хонь,43,1983,Сэлэнгэ,306.6
Хонь,43,1984,Сэлэнгэ,304.7
Хонь,43,1985,Сэлэнгэ,289.8
Хонь,43,1986,Сэлэнгэ,291.8
Хонь,43,1987,Сэлэнгэ,301.4
Хонь,43,1988,Сэлэнгэ,316.6
Хонь,43,1989,Сэлэнгэ,332.3
Хонь,43,1990,Сэлэнгэ,351.3
Хонь,43,1991,Сэлэнгэ,333.8
Хонь,43,1992,Сэлэнгэ,312.3
Хонь,43,1993,Сэлэнгэ,290
Хонь,43,1994,Сэлэнгэ,305.1
Хонь,43,1995,Сэлэнгэ,295.1
Хонь,43,1996,Сэлэнгэ,284.5
Хонь,43,1997,Сэлэнгэ,288.8
Хонь,43,1998,Сэлэнгэ,302.5
Хонь,43,1999,Сэлэнгэ,327.9
Хонь,43,2000,Сэлэнгэ,333.5
Хонь,43,2001,Сэлэнгэ,314.4
Хонь,43,2002,Сэлэнгэ,316.7
Хонь,43,2003,Сэлэнгэ,266.2
Хонь,43,2004,Сэлэнгэ,253.6
Хонь,43,2005,Сэлэнгэ,277.6
Хонь,43,2006,Сэлэнгэ,339.9
Хонь,43,2007,Сэлэнгэ,453.5
Хонь,43,2008,Сэлэнгэ,651.7
Хонь,43,2009,Сэлэнгэ,732.1
Хонь,43,2010,Сэлэнгэ,612.2
Хонь,43,2011,Сэлэнгэ,581.7
Хонь,43,2012,Сэлэнгэ,612.1
Хонь,43,2013,Сэлэнгэ,624.2
Хонь,43,2014,Сэлэнгэ,698.9
Хонь,43,2015,Сэлэнгэ,686.9
Хонь,43,2016,Сэлэнгэ,749.3
Хонь,43,2017,Сэлэнгэ,699.3
Хонь,43,2018,Сэлэнгэ,705.9
Хонь,43,2019,Сэлэнгэ,744.7
Хонь,43,2020,Сэлэнгэ,783.4
Хонь,43,2021,Сэлэнгэ,849.7
Хонь,43,2022,Сэлэнгэ,857.4
Хонь,43,2023,Сэлэнгэ,787.9
Хонь,43,2024,Сэлэнгэ,683.4
Хонь,44,1970,Дорноговь,409.4
Хонь,44,1971,Дорноговь,421.5
Хонь,44,1972,Дорноговь,439.7
Хонь,44,1973,Дорноговь,451.8
Хонь,44,1974,Дорноговь,485.9
Хонь,44,1975,Дорноговь,485
Хонь,44,1976,Дорноговь,484.5
Хонь,44,1977,Дорноговь,441.5
Хонь,44,1978,Дорноговь,463.8
Хонь,44,1979,Дорноговь,472.4
Хонь,44,1980,Дорноговь,465.5
Хонь,44,1981,Дорноговь,480.2
Хонь,44,1982,Дорноговь,509.2
Хонь,44,1983,Дорноговь,478.2
Хонь,44,1984,Дорноговь,486.5
Хонь,44,1985,Дорноговь,492.3
Хонь,44,1986,Дорноговь,496
Хонь,44,1987,Дорноговь,488
Хонь,44,1988,Дорноговь,488.1
Хонь,44,1989,Дорноговь,525.9
Хонь,44,1990,Дорноговь,538.2
