status,path,table_id,text,type,url
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Боловсролын ерөнхий үзүүлэлт",DT_NSO_2002_012V1.px,"ХАМРАН СУРГАЛТЫН БОХИР ЖИН, хүйс, анги, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20indicators%20for%20Education/DT_NSO_2002_012V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Боловсролын ерөнхий үзүүлэлт",DT_NSO_2002_055V1.px,"БОЛОВСРОЛЫН САЛБАРЫН ЗАРДАЛ, төрөл, жилээр, оны үнээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20indicators%20for%20Education/DT_NSO_2002_055V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Боловсролын ерөнхий үзүүлэлт",DT_NSO_2002_066V2.px,"БYХ ШАТНЫ БОЛОВСРОЛЫН СУРГАЛТЫН БАЙГУУЛЛАГА, ангилал, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20indicators%20for%20Education/DT_NSO_2002_066V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Боловсролын ерөнхий үзүүлэлт",DT_NSO_2002_067V1.px,"БҮХ ШАТНЫ СУРГАЛТЫН БАЙГУУЛЛАГЫН ҮНДСЭН БАГШ, ангилал, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20indicators%20for%20Education/DT_NSO_2002_067V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Боловсролын ерөнхий үзүүлэлт",DT_NSO_2002_068V1.px,"БYХ ШАТНЫ СУРГАЛТЫН БАЙГУУЛЛАГЫГ ТӨГСӨГЧИД, ангилал, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20indicators%20for%20Education/DT_NSO_2002_068V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Боловсролын ерөнхий үзүүлэлт",DT_NSO_2002_069V2.px,"БYХ ШАТНЫ БОЛОВСРОЛЫН СУРГАЛТЫН БАЙГУУЛЛАГАД СУРАЛЦАГЧИД, ангилал, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20indicators%20for%20Education/DT_NSO_2002_069V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2001_001V1.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛИЙН ҮНДСЭН БАГШ, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2001_001V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2001_001V2.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛИЙН ҮНДСЭН БАГШ, сум, дүүрэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2001_001V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2001_002V1.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛИЙН ТОО, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2001_002V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2001_002V2.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛИЙН ТОО, сум, дүүрэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2001_002V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2001_003V1.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛИЙН ТОО, төрөл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2001_003V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2001_004V1.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛЬД ӨДРӨӨР СУРАЛЦАГЧДЫН ТОО, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2001_004V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2001_018V1.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛЬД ӨДРӨӨР СУРАЛЦАГЧИД, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2001_018V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2001_019V1.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛИЙН СУРАЛЦАГЧДААС ДОТУУР БАЙРАНД СУУХ ХҮСЭЛТ ГАРГАСАН ХҮҮХЭД, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2001_019V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2001_020V1.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛИЙН СУРАЛЦАГЧДААС ДОТУУР БАЙРАНД АМЬДАРЧ БУЙ ХҮҮХЭД, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2001_020V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2002_014V1.px,"ЕБС-ИЙН НЭГДҮГЭЭР АНГИД ШИНЭЭР ЭЛСЭГЧДИЙН ТОО, сум, дүүрэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2002_014V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2002_015V1.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛИЙН СУРАГЧ-БАГШИЙН ХАРЬЦАА, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2002_015V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2002_056V1.px,"ЭЛСЭЛТИЙН ЕРӨНХИЙ ШАЛГАЛТЫН ДҮН (ХЭМЖЭЭСТ ОНОО), хүйс, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2002_056V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2002_057V1.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛИЙГ ӨДРӨӨР СУРАЛЦАН ТӨГСӨГЧИД, анги, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2002_057V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2002_057V2.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛЬД ӨДРӨӨР СУРАЛЦАГЧДЫН ТОО, сум, дүүрэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2002_057V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2002_057V3.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛИЙГ ӨДРӨӨР СУРАЛЦАН ТӨГСӨГЧИД, сум, дүүрэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2002_057V3.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2002_058V1.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛЬД СУРАЛЦДАГ ХӨГЖЛИЙН БЭРХШЭЭЛТЭЙ СУРАЛЦАГЧИД, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2002_058V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2002_059V1.px,"ЕРӨНХИЙ БОЛОВСРОЛЫН СУРГУУЛИЙН ҮНДСЭН БАГШ, өмчийн хэлбэр, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2002_059V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2002_065V1.px,"НЭГДҮГЭЭР АНГИД ЭЛСЭГЧДИЙН ЭЛСЭЛТИЙН ЦЭВЭР ЖИН, хүйс, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2002_065V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Ерөнхий боловсролын сургууль",DT_NSO_2002_065V2.px,"БАГА АНГИ ТӨГСӨГЧДИЙН БОХИР ЖИН, хүйс, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/General%20educational%20schools/DT_NSO_2002_065V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Их дээд сургууль",DT_NSO_2001_013V1.px,"ИХ, ДЭЭД СУРГУУЛЬ, КОЛЛЕЖИД СУРАЛЦАГЧИД, хүйс, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Universities%2C%20institutes%20and%20colleges/DT_NSO_2001_013V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Их дээд сургууль",DT_NSO_2001_013V2.px,"ИХ, ДЭЭД СУРГУУЛЬ, КОЛЛЕЖИД СУРАЛЦАГЧИД, мэргэжлийн чиглэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Universities%2C%20institutes%20and%20colleges/DT_NSO_2001_013V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Их дээд сургууль",DT_NSO_2001_014V1.px,"ИХ, ДЭЭД СУРГУУЛЬ, КОЛЛЕЖИЙГ ТӨГСӨГЧИД, мэргэжлийн чиглэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Universities%2C%20institutes%20and%20colleges/DT_NSO_2001_014V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Их дээд сургууль",DT_NSO_2001_015V2.px,"ДЭЭД БОЛОВСРОЛЫН СУРГАЛТЫН БАЙГУУЛЛАГАД СУРАЛЦАГЧИД, боловсролын зэрэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Universities%2C%20institutes%20and%20colleges/DT_NSO_2001_015V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Их дээд сургууль",DT_NSO_2001_016V1.px,"ИХ, ДЭЭД СУРГУУЛЬ, КОЛЛЕЖИЙН ҮНДСЭН БАГШИЙН ТОО, хүйс, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Universities%2C%20institutes%20and%20colleges/DT_NSO_2001_016V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Их дээд сургууль",DT_NSO_2001_024V1.px,"ИХ, ДЭЭД СУРГУУЛЬ, КОЛЛЕЖИЙГ ТӨГСӨГЧИД, өмчийн хэлбэр, боловсролын зэрэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Universities%2C%20institutes%20and%20colleges/DT_NSO_2001_024V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Их дээд сургууль",DT_NSO_2001_024V2.px,"ДОТООДЫН ИХ, ДЭЭД СУРГУУЛЬ, КОЛЛЕЖИЙГ ТӨГСӨГЧИД, мэргэжлийн чиглэл, боловсролын зэрэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Universities%2C%20institutes%20and%20colleges/DT_NSO_2001_024V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Их дээд сургууль",DT_NSO_2001_024V3.px,"ДОТООДЫН ИХ, ДЭЭД СУРГУУЛЬ, КОЛЛЕЖИД СУРАЛЦАГЧИД, мэргэжлийн чиглэл, боловсролын зэрэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Universities%2C%20institutes%20and%20colleges/DT_NSO_2001_024V3.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Мэргэжлийн боловсрол",DT_NSO_2001_006V1.px,"ТЕХНИКИЙН БОЛОН МЭРГЭЖЛИЙН БОЛОВСРОЛЫН СУРГАЛТЫН БАЙГУУЛЛАГАД СУРАЛЦАГЧИД, хүйс, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Vocational%20education/DT_NSO_2001_006V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Мэргэжлийн боловсрол",DT_NSO_2001_007V1.px,"ТЕХНИКИЙН БОЛОН МЭРГЭЖЛИЙН БОЛОВСРОЛЫН СУРГАЛТЫН БАЙГУУЛЛАГЫН ТОО, өмчийн хэлбэр, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Vocational%20education/DT_NSO_2001_007V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Мэргэжлийн боловсрол",DT_NSO_2001_008V1.px,"ТЕХНИКИЙН БОЛОН МЭРГЭЖЛИЙН БОЛОВСРОЛЫН СУРГАЛТЫН БАЙГУУЛЛАГЫН ҮНДСЭН БАГШ, хүйс, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Vocational%20education/DT_NSO_2001_008V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Мэргэжлийн боловсрол",DT_NSO_2001_008V2.px,"ТЕХНИКИЙН БОЛОН МЭРГЭЖЛИЙН БОЛОВСРОЛЫН СУРГАЛТЫН БАЙГУУЛЛАГЫН АЖИЛЛАГЧИД БОЛОН ҮНДСЭН БАГШ, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Vocational%20education/DT_NSO_2001_008V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Мэргэжлийн боловсрол",DT_NSO_2001_023V1.px,"ТЕХНИКИЙН БОЛОН МЭРГЭЖЛИЙН БОЛОВСРОЛ, СУРГАЛТЫН БАЙГУУЛЛАГЫГ ТӨГСӨГЧИД, мэргэжлийн чиглэл, сургалтын чиглэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Vocational%20education/DT_NSO_2001_023V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Мэргэжлийн боловсрол",DT_NSO_2001_023V2.px,"ТЕХНИКИЙН БОЛОН МЭРГЭЖЛИЙН БОЛОВСРОЛ, СУРГАЛТЫН БАЙГУУЛЛАГЫГ ТӨГСӨГЧИД, сургалтын чиглэл, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Vocational%20education/DT_NSO_2001_023V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Мэргэжлийн боловсрол",DT_NSO_2001_023V3.px,"ТЕХНИКИЙН БОЛОН МЭРГЭЖЛИЙН БОЛОВСРОЛЫН СУРГАЛТЫН БАЙГУУЛЛАГАД СУРАЛЦАГЧИД, сургалтын чиглэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Vocational%20education/DT_NSO_2001_023V3.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Мэргэжлийн боловсрол",DT_NSO_2001_023V4.px,"ТЕХНИКИЙН БОЛОН МЭРГЭЖЛИЙН БОЛОВСРОЛ, СУРГАЛТЫН БАЙГУУЛЛАГАД СУРАЛЦАГЧИД, мэргэжлийн чиглэл, сургалтын чиглэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Vocational%20education/DT_NSO_2001_023V4.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Өвчлөл",DT_NSO_2100_012V1.px,"ХОРТ ХАВДРААР ШИНЭЭР ӨВЧЛӨГЧДИЙН ТОО, 10000 хүнд ногдохоор, хорт хавдрын төрөл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Disease/DT_NSO_2100_012V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Өвчлөл",DT_NSO_2100_013V1.px,"ХОРТ ХАВДРААР НАС БАРАГЧДЫН ТОО, 10000 хүнд ногдохоор, хорт хавдрын төрлөөр, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Disease/DT_NSO_2100_013V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Өвчлөл",DT_NSO_2100_020V2.px,"ХАЛДВАРТ ӨВЧНӨӨР ӨВЧЛӨГЧИД, өвчний төрөл, сум, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Disease/DT_NSO_2100_020V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Өвчлөл",DT_NSO_2100_028V1.px,"ХАЛДВАРТ ӨВЧНӨӨР ӨВЧЛӨГЧИД, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Disease/DT_NSO_2100_028V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Өвчлөл",DT_NSO_2100_035V1.px,"ХАЛДВАРТ ӨВЧНӨӨР ӨВЧЛӨГЧИД, зарим өвчний төрөл, сараар",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Disease/DT_NSO_2100_035V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Өвчлөл",DT_NSO_2100_044V1.px,"ХОРТ ХАВДРААР ШИНЭЭР ӨВЧЛӨГЧИД, насны бүлэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Disease/DT_NSO_2100_044V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Өвчлөл",DT_NSO_2100_045V1.px,"ХОРТ ХАВДРААР ШИНЭЭР ӨВЧЛӨГЧИД, НАС БАРАГЧИД, 10 000 хүн амд ногдохоор, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Disease/DT_NSO_2100_045V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Сургуулийн өмнөх боловсрол",DT_NSO_2001_010V1.px,"СУРГУУЛИЙН ӨМНӨХ БОЛОВСРОЛЫН БАЙГУУЛЛАГЫН ҮНДСЭН БАГШИЙН ТОО, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Pre-school%20education/DT_NSO_2001_010V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Сургуулийн өмнөх боловсрол",DT_NSO_2001_010V2.px,"СУРГУУЛИЙН ӨМНӨХ БОЛОВСРОЛЫН БАЙГУУЛЛАГЫН АЖИЛЛАГЧИД, хүйс, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Pre-school%20education/DT_NSO_2001_010V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Сургуулийн өмнөх боловсрол",DT_NSO_2001_011V1.px,"ЦЭЦЭРЛЭГИЙН ТОО, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Pre-school%20education/DT_NSO_2001_011V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Сургуулийн өмнөх боловсрол",DT_NSO_2001_011V3.px,"ЦЭЦЭРЛЭГИЙН ТОО, сум, дүүрэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Pre-school%20education/DT_NSO_2001_011V3.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Сургуулийн өмнөх боловсрол",DT_NSO_2001_012V1.px,"СУРГУУЛИЙН ӨМНӨХ БОЛОВСРОЛЫН БАЙГУУЛЛАГАД ХАМРАГДСАН ХҮҮХДИЙН ТОО, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Pre-school%20education/DT_NSO_2001_012V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Сургуулийн өмнөх боловсрол",DT_NSO_2001_021V1.px,"ЦЭЦЭРЛЭГИЙН ТОО, өмчийн хэлбэр, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Pre-school%20education/DT_NSO_2001_021V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Сургуулийн өмнөх боловсрол",DT_NSO_2001_022V1.px,"СУРГУУЛИЙН ӨМНӨХ БОЛОВСРОЛД ХАМРАГДСАН ХҮҮХЭД, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Pre-school%20education/DT_NSO_2001_022V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Сургуулийн өмнөх боловсрол",DT_NSO_2002_026V1.px,"СУРГУУЛИЙН ӨМНӨХ БАЙГУУЛЛАГЫН АЖИЛЛАГЧДЫН ТОО, сум, дүүрэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Pre-school%20education/DT_NSO_2002_026V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Сургуулийн өмнөх боловсрол",DT_NSO_2002_058V2.px,"СУРГУУЛИЙН ӨМНӨХ БОЛОВСРОЛЫН БАЙГУУЛЛАГАД ХАМРАГДСАН ХӨГЖЛИЙН БЭРХШЭЭЛТЭЙ ХҮҮХЭД, хүйс, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Pre-school%20education/DT_NSO_2002_058V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Сургуулийн өмнөх боловсрол",DT_NSO_2002_058V4.px,"СУРГУУЛИЙН ӨМНӨХ БОЛОВСРОЛД ХАМРАГДСАН ХҮҮХЭД, сум, дүүрэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Pre-school%20education/DT_NSO_2002_058V4.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Төрөлт, нас баралт",DT_NSO_0300_023V1.px,"ТӨРСӨН ХҮҮХДИЙН ТОО, эхийн насны бүлэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Births%2C%20deaths/DT_NSO_0300_023V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Төрөлт, нас баралт",DT_NSO_0300_029V1.px,"ТӨРӨЛТИЙН КОЭФФИЦИЕНТ, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Births%2C%20deaths/DT_NSO_0300_029V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Төрөлт, нас баралт",DT_NSO_0300_032V1.px,"ТӨРӨХ ҮЕИЙН ХҮЙСИЙН ХАРЬЦАА, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Births%2C%20deaths/DT_NSO_0300_032V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Төрөлт, нас баралт",DT_NSO_2100_001V1.px,"ҮР ХӨНДӨЛТИЙН ТОО, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Births%2C%20deaths/DT_NSO_2100_001V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Төрөлт, нас баралт",DT_NSO_2100_002V3.px,"ЭХИЙН ЭНДЭГДЭЛ, сум, дүүрэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Births%2C%20deaths/DT_NSO_2100_002V3.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Төрөлт, нас баралт",DT_NSO_2100_005V1.px,"ЭМНЭЛГИЙН ОРНЫ ТОО, төрөл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Births%2C%20deaths/DT_NSO_2100_005V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Төрөлт, нас баралт",DT_NSO_2100_008V3.px,"ЭРҮҮЛ МЭНДИЙН БАЙГУУЛЛАГЫН ТОО, төрөл, аймаг, нийслэл, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Births%2C%20deaths/DT_NSO_2100_008V3.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Төрөлт, нас баралт",DT_NSO_2100_011V1.px,"ХҮН АМЫН НАС БАРАЛТЫН ЗОНХИЛОХ ШАЛТГААН, хүйс, өвчний бүлэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Births%2C%20deaths/DT_NSO_2100_011V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Төрөлт, нас баралт",DT_NSO_2100_012V1.px,"ХОРТ ХАВДРААР ШИНЭЭР ӨВЧЛӨГЧДИЙН ТОО, 10000 хүнд ногдох, хорт хавдрын төрлөөр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Births%2C%20deaths/DT_NSO_2100_012V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Төрөлт, нас баралт",DT_NSO_2100_014V1.px,"НЯЛХСЫН ЭНДЭГДЭЛ, аймаг, нийслэл, сараар",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Births%2C%20deaths/DT_NSO_2100_014V1.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Төрөлт, нас баралт",DT_NSO_2100_014V2.px,"НЯЛХСЫН ЭНДЭГДЭЛ, сум, дүүрэг, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Births%2C%20deaths/DT_NSO_2100_014V2.px
FOUND_OR_TABLE,"NSO / Боловсрол, эрүүл мэнд / Төрөлт, нас баралт",DT_NSO_2100_014V4.px,"НЯЛХСЫН ЭНДЭГДЭЛ, хүйс, сум, жилээр",t,https://data.1212.mn/api/v1/mn/NSO/Education%2C%20health/Births%2C%20deaths/DT_NSO_2100_014V4.px
