label,n,mean,sd,p5,p25,median,p75,p95
q_home,9849,1.5457485974163037,0.3791906266140896,0.8984615384615384,1.273163358340374,1.5240735280602395,1.86878124588399,2.130294332091728
q_new,23331,1.3939028387030428,0.4084302263374103,0.8899269756791881,1.002709606891408,1.3752830541224506,1.739209625099188,2.0649267769051614
