hses_code,year,aimag_mn,livestock
67,1982,Хөвсгөл,1734.3
67,1983,Хөвсгөл,1761.6
67,1984,Хөвсгөл,1777.9
67,1985,Хөвсгөл,1758.5
67,1986,Хөвсгөл,1725.8
67,1987,Хөвсгөл,1718.3
67,1988,Хөвсгөл,1740.1
67,1989,Хөвсгөл,1802.9
67,1990,Хөвсгөл,1871.9
67,1991,Хөвсгөл,1788.2
67,1992,Хөвсгөл,1747.5
67,1993,Хөвсгөл,1679.6
67,1994,Хөвсгөл,1788
67,1995,Хөвсгөл,1857.4
67,1996,Хөвсгөл,1976.9
67,1997,Хөвсгөл,2152.3
67,1998,Хөвсгөл,2295.9
67,1999,Хөвсгөл,2418.2
67,2000,Хөвсгөл,2269.6
67,2001,Хөвсгөл,1770
67,2002,Хөвсгөл,1900.8
67,2003,Хөвсгөл,2060.4
67,2004,Хөвсгөл,2295.2
67,2005,Хөвсгөл,2504.3
67,2006,Хөвсгөл,2973.5
67,2007,Хөвсгөл,3425.3
67,2008,Хөвсгөл,3815.7
67,2009,Хөвсгөл,3924.5
67,2010,Хөвсгөл,3101.3
67,2011,Хөвсгөл,3315.5
67,2012,Хөвсгөл,3601.7
67,2013,Хөвсгөл,3609.2
67,2014,Хөвсгөл,4157.2
67,2015,Хөвсгөл,4398.1
67,2016,Хөвсгөл,5089.4
67,2017,Хөвсгөл,5297.8
67,2018,Хөвсгөл,5710.4
67,2019,Хөвсгөл,6040.4
67,2020,Хөвсгөл,5500.6
67,2021,Хөвсгөл,5943.2
67,2022,Хөвсгөл,6254.1
67,2023,Хөвсгөл,5662
67,2024,Хөвсгөл,5163.2
81,1970,Завхан,1686.6
81,1971,Завхан,1781.6
81,1972,Завхан,1821.7
81,1973,Завхан,1811.2
81,1974,Завхан,1786.9
81,1975,Завхан,1837.5
81,1976,Завхан,1867.6
81,1977,Завхан,1713
81,1978,Завхан,1832
81,1979,Завхан,1842.2
81,1980,Завхан,1875.9
81,1981,Завхан,1777.7
81,1982,Завхан,1864.1
81,1983,Завхан,1795.6
81,1984,Завхан,1690.8
81,1985,Завхан,1703.9
81,1986,Завхан,1744.6
81,1987,Завхан,1804.2
81,1988,Завхан,1834.6
81,1989,Завхан,1987.3
81,1990,Завхан,2133.4
81,1991,Завхан,2079.9
81,1992,Завхан,2085
81,1993,Завхан,2003.8
81,1994,Завхан,2246.8
81,1995,Завхан,2401.4
81,1996,Завхан,2474.5
81,1997,Завхан,2556.5
81,1998,Завхан,2603.6
81,1999,Завхан,2432
81,2000,Завхан,1941.3
81,2001,Завхан,1486.7
81,2002,Завхан,1443.2
81,2003,Завхан,1628.6
81,2004,Завхан,1901.8
81,2005,Завхан,2102.2
81,2006,Завхан,2550.8
81,2007,Завхан,3000
81,2008,Завхан,3136
81,2009,Завхан,2827.6
81,2010,Завхан,1717.7
81,2011,Завхан,2006.1
81,2012,Завхан,2280
81,2013,Завхан,2539
81,2014,Завхан,2895.9
81,2015,Завхан,3133
81,2016,Завхан,3406.2
81,2017,Завхан,3597.3
81,2018,Завхан,3555.4
81,2019,Завхан,3849.9
81,2020,Завхан,3607.8
81,2021,Завхан,3755.2
81,2022,Завхан,3721.1
81,2023,Завхан,3067.6
81,2024,Завхан,3008.2
82,1970,Говь-Алтай,1342.5
82,1971,Говь-Алтай,1414.9
82,1972,Говь-Алтай,1395.3
82,1973,Говь-Алтай,1453.6
82,1974,Говь-Алтай,1451.6
82,1975,Говь-Алтай,1497.8
82,1976,Говь-Алтай,1524
82,1977,Говь-Алтай,1564.2
82,1978,Говь-Алтай,1590.2
82,1979,Говь-Алтай,1579.8
82,1980,Говь-Алтай,1582
82,1981,Говь-Алтай,1571.9
82,1982,Говь-Алтай,1549.7
82,1983,Говь-Алтай,1500.3
82,1984,Говь-Алтай,1321.3
82,1985,Говь-Алтай,1458.4
82,1986,Говь-Алтай,1477.7
82,1987,Говь-Алтай,1543.8
82,1988,Говь-Алтай,1561.6
82,1989,Говь-Алтай,1636
82,1990,Говь-Алтай,1693.6
82,1991,Говь-Алтай,1696.6
82,1992,Говь-Алтай,1775.3
82,1993,Говь-Алтай,1766.9
82,1994,Говь-Алтай,1973.4
82,1995,Говь-Алтай,2102.5
82,1996,Говь-Алтай,2087.2
82,1997,Говь-Алтай,2112.5
82,1998,Говь-Алтай,2113.1
82,1999,Говь-Алтай,2113.2
82,2000,Говь-Алтай,2035.1
82,2001,Говь-Алтай,1714.7
82,2002,Говь-Алтай,1010.5
82,2003,Говь-Алтай,1261.2
82,2004,Говь-Алтай,1539.6
82,2005,Говь-Алтай,1834.2
82,2006,Говь-Алтай,2199.2
82,2007,Говь-Алтай,2486.6
82,2008,Говь-Алтай,2505.9
82,2009,Говь-Алтай,2171.8
82,2010,Говь-Алтай,1315.5
82,2011,Говь-Алтай,1613.3
82,2012,Говь-Алтай,1911
82,2013,Говь-Алтай,2223.2
82,2014,Говь-Алтай,2578.1
82,2015,Говь-Алтай,2922.6
82,2016,Говь-Алтай,3497.5
82,2017,Говь-Алтай,3801.7
82,2018,Говь-Алтай,3513.4
82,2019,Говь-Алтай,3597.7
82,2020,Говь-Алтай,3310.8
82,2021,Говь-Алтай,2990.5
82,2022,Говь-Алтай,3167.5
82,2023,Говь-Алтай,3013.2
82,2024,Говь-Алтай,3095.3
83,1970,Баян-Өлгий,1073.9
83,1971,Баян-Өлгий,1106.4
83,1972,Баян-Өлгий,1107.4
83,1973,Баян-Өлгий,1178.4
83,1974,Баян-Өлгий,1155
83,1975,Баян-Өлгий,1092.5
83,1976,Баян-Өлгий,1101.8
83,1977,Баян-Өлгий,1025.2
83,1978,Баян-Өлгий,1019.4
83,1979,Баян-Өлгий,1078.7
83,1980,Баян-Өлгий,1105.8
83,1981,Баян-Өлгий,1135.2
83,1982,Баян-Өлгий,1171.1
83,1983,Баян-Өлгий,1137.9
83,1984,Баян-Өлгий,1161.4
83,1985,Баян-Өлгий,1198.6
83,1986,Баян-Өлгий,1236
83,1987,Баян-Өлгий,1241.2
83,1988,Баян-Өлгий,1235.4
83,1989,Баян-Өлгий,1284
83,1990,Баян-Өлгий,1318.4
83,1991,Баян-Өлгий,1159.9
83,1992,Баян-Өлгий,1033.5
83,1993,Баян-Өлгий,1005.4
83,1994,Баян-Өлгий,1156.6
83,1995,Баян-Өлгий,1354.2
83,1996,Баян-Өлгий,1405.8
83,1997,Баян-Өлгий,1519.4
83,1998,Баян-Өлгий,1346
83,1999,Баян-Өлгий,1362.4
83,2000,Баян-Өлгий,1310.4
83,2001,Баян-Өлгий,1297.8
83,2002,Баян-Өлгий,1234.2
83,2003,Баян-Өлгий,1315.6
83,2004,Баян-Өлгий,1346.7
83,2005,Баян-Өлгий,1320.5
83,2006,Баян-Өлгий,1470.3
83,2007,Баян-Өлгий,1597.3
83,2008,Баян-Өлгий,1529.6
83,2009,Баян-Өлгий,1301.5
83,2010,Баян-Өлгий,1126.9
83,2011,Баян-Өлгий,1302.8
83,2012,Баян-Өлгий,1410.6
83,2013,Баян-Өлгий,1604.1
83,2014,Баян-Өлгий,1883.6
83,2015,Баян-Өлгий,2021
83,2016,Баян-Өлгий,2167.4
83,2017,Баян-Өлгий,2226.1
83,2018,Баян-Өлгий,2166.9
83,2019,Баян-Өлгий,2192.8
83,2020,Баян-Өлгий,2224.7
83,2021,Баян-Өлгий,2379
83,2022,Баян-Өлгий,2255.8
83,2023,Баян-Өлгий,2046.1
83,2024,Баян-Өлгий,2125.1
84,1970,Ховд,1463.7
84,1971,Ховд,1556.1
84,1972,Ховд,1578.4
84,1973,Ховд,1675.9
84,1974,Ховд,1652
84,1975,Ховд,1592.9
84,1976,Ховд,1601.4
84,1977,Ховд,1472.8
84,1978,Ховд,1543.9
84,1979,Ховд,1559.2
84,1980,Ховд,1539.6
84,1981,Ховд,1641.3
84,1982,Ховд,1577.3
84,1983,Ховд,1499
84,1984,Ховд,1351.7
84,1985,Ховд,1488.6
84,1986,Ховд,1501.7
84,1987,Ховд,1554.2
84,1988,Ховд,1608.1
84,1989,Ховд,1637.7
84,1990,Ховд,1687.7
84,1991,Ховд,1636.6
84,1992,Ховд,1688.6
84,1993,Ховд,1823
84,1994,Ховд,1905
84,1995,Ховд,2070.6
84,1996,Ховд,1954.9
84,1997,Ховд,1926.5
84,1998,Ховд,1795.9
84,1999,Ховд,1867.9
84,2000,Ховд,1836.3
84,2001,Ховд,1512.4
84,2002,Ховд,1323.9
84,2003,Ховд,1541
84,2004,Ховд,1788.5
84,2005,Ховд,1963.7
84,2006,Ховд,2293.8
84,2007,Ховд,2564.4
84,2008,Ховд,2486.7
84,2009,Ховд,2268.4
84,2010,Ховд,1639.1
84,2011,Ховд,1771.3
84,2012,Ховд,2038.5
84,2013,Ховд,2241.3
84,2014,Ховд,2625.6
84,2015,Ховд,2905.4
84,2016,Ховд,3280.6
84,2017,Ховд,3446.6
84,2018,Ховд,3146.4
84,2019,Ховд,3084.3
84,2020,Ховд,3292.6
84,2021,Ховд,3597
84,2022,Ховд,3472.9
84,2023,Ховд,3194.9
84,2024,Ховд,3491.1
85,1970,Увс,1679.8
85,1971,Увс,1711.7
85,1972,Увс,1697.7
85,1973,Увс,1737.8
85,1974,Увс,1714.6
85,1975,Увс,1610
85,1976,Увс,1415.7
85,1977,Увс,1394.4
85,1978,Увс,1427.5
85,1979,Увс,1486.8
85,1980,Увс,1481.3
85,1981,Увс,1445.1
85,1982,Увс,1494.8
85,1983,Увс,1417.9
85,1984,Увс,1420.8
85,1985,Увс,1470.1
85,1986,Увс,1488.8
85,1987,Увс,1515.7
85,1988,Увс,1561.6
85,1989,Увс,1614.1
85,1990,Увс,1666.7
85,1991,Увс,1585.3
85,1992,Увс,1596.6
85,1993,Увс,1628.5
85,1994,Увс,1707.9
85,1995,Увс,1754.2
85,1996,Увс,1764.9
85,1997,Увс,1856.3
85,1998,Увс,1940.1
85,1999,Увс,1889.8
85,2000,Увс,1579.3
85,2001,Увс,1575.6
85,2002,Увс,1470.4
85,2003,Увс,1664.4
85,2004,Увс,1948.3
85,2005,Увс,2021.3
85,2006,Увс,2400.9
85,2007,Увс,2653.5
85,2008,Увс,2499.3
85,2009,Увс,2319.1
85,2010,Увс,1619.3
85,2011,Увс,1831.8
85,2012,Увс,2030.7
85,2013,Увс,2225.1
85,2014,Увс,2561.3
85,2015,Увс,2729.1
85,2016,Увс,2784.1
85,2017,Увс,3129.9
85,2018,Увс,3175.3
85,2019,Увс,3279.6
85,2020,Увс,3409.3
85,2021,Увс,3726.4
85,2022,Увс,3513.8
85,2023,Увс,2994.5
85,2024,Увс,2935.5
