B_requested,n_success,n_failed,n_warning,n_clusters,gamma_observed,gamma_q025,gamma_q05,gamma_q50,gamma_q95,gamma_q975,beta_low_observed,beta_low_q025,beta_low_q975,beta_high_observed,beta_high_q025,beta_high_q975,beta_diff_observed,beta_diff_q025,beta_diff_q975,beta_diff_ci_contains_zero,bootstrap_p_value
1999,1999,0,1,22,19.61182193062687,17.47327139887104,17.680555244142315,19.805350829047185,25.460230048124227,25.878803292112114,0.08737979247774699,0.058746802216014075,0.1179580746087457,0.10978597272147535,0.08188600698603571,0.1511289386517983,0.022406180243728355,-7.779638778029808e-4,0.058424805262013255,TRUE,0.11405702851425713
