b,gamma_boot,beta_low_boot,beta_high_boot,beta_diff_boot,N_boot,N_low_boot,N_high_boot,warning_flag,failed_flag,warning_note
160,1.503995577222697,0.11688665536474663,0.09162558927695358,-0.02526106608779305,3203,1695,1508,FALSE,FALSE,
161,1.1372159625595029,0.12029422927119857,0.10290396112825928,-0.017390268142939286,2661,1061,1600,FALSE,FALSE,
162,1.1372159625595029,0.12017227182054627,0.08143787367915649,-0.03873439814138978,3085,928,2157,FALSE,FALSE,
163,1.0380060250036154,0.11625907532348767,0.07971851489366875,-0.036540560429818916,4200,1410,2790,FALSE,FALSE,
164,1.2021857923497268,0.12050048322029766,0.114240261677429,-0.006260221542868663,4672,2927,1745,FALSE,FALSE,
165,1.7185857418044381,0.08240156175994451,0.06693151345014037,-0.01547004830980414,2868,1826,1042,FALSE,FALSE,
166,1.7062866341828098,0.11718437677793035,0.09337853552009395,-0.0238058412578364,4001,2825,1176,FALSE,FALSE,
167,1.0380060250036154,0.11538901232859795,0.09626273164886202,-0.01912628067973593,4005,1443,2562,FALSE,FALSE,
168,1.0380060250036154,0.12375717852434072,0.10772775035904453,-0.016029428165296192,3937,1432,2505,FALSE,FALSE,
169,1.8612856339084771,0.10218398418598924,0.06911678534655008,-0.03306719883943916,3408,2718,690,FALSE,FALSE,
170,1.0380060250036154,0.1226903947486404,0.0931107062659533,-0.02957968848268709,4597,2104,2493,FALSE,FALSE,
171,1.503995577222697,0.11565698142525718,0.07712649043348319,-0.038530490991774,3145,1707,1438,FALSE,FALSE,
172,1.1372159625595029,0.12329046875522481,0.08637189897351615,-0.03691856978170867,3034,963,2071,FALSE,FALSE,
173,1.0380060250036154,0.12288939723591526,0.10036670212131324,-0.022522695114602018,3117,881,2236,FALSE,FALSE,
174,1.0380060250036154,0.11906274700419667,0.06889325200843206,-0.050169494995764605,3593,1377,2216,FALSE,FALSE,
175,1.8007171885319138,0.09898264423044972,0.06748937521730905,-0.03149326901314067,2703,2239,464,FALSE,FALSE,
176,1.8548387096774193,0.06332709903850875,0.05791531519736415,-0.005411783841144602,2170,1590,580,FALSE,FALSE,
177,1.0380060250036154,0.11733330248910788,0.08166607187373205,-0.03566723061537583,3402,705,2697,FALSE,FALSE,
178,1.1372159625595029,0.12711769167349982,0.09762637810947493,-0.029491313564024887,3294,1086,2208,FALSE,FALSE,
179,1.0380060250036154,0.1211926864110985,0.08975261242147066,-0.03144007398962784,3984,1344,2640,TRUE,FALSE,S_cluster unavailable; used robust S
180,1.506024096385542,0.12106556133461643,0.09691761301160193,-0.024147948323014506,3419,1660,1759,FALSE,FALSE,
181,1.503995577222697,0.11763371956698354,0.08235559820160457,-0.03527812136537897,4355,3215,1140,FALSE,FALSE,
182,1.506024096385542,0.0814243055840398,0.05944761298127386,-0.021976692602765947,2433,790,1643,FALSE,FALSE,
183,1.0650428339903726,0.11718457470869677,0.07485904429285886,-0.042325530415837906,3255,1028,2227,FALSE,FALSE,
184,1.506024096385542,0.13041958388609382,0.07910325632480396,-0.05131632756128986,2634,1487,1147,FALSE,FALSE,
185,1.0650428339903726,0.11135458555642844,0.09043904003343281,-0.020915545522995627,2939,852,2087,FALSE,FALSE,
