gamma_hat,distance_cutoff_km,term,estimate,se,t_stat,p_value,N,N_low,N_high,weighting_matrix_used,inference_reference,beta_difference_high_minus_low,warning_note
6.228819337004976,507.15634914338665,educ_low,0.11005308746938998,0.007371705054635153,14.929122455895222,1.1787695556131852e-12,3188,2086,1102,cluster-robust S by birth_aimag,t distribution with df=21,-0.03058310842251831,
6.228819337004976,507.15634914338665,educ_high,0.07946997904687167,0.03150894393743198,2.522140354963245,0.0198062906509473,3188,2086,1102,cluster-robust S by birth_aimag,t distribution with df=21,-0.03058310842251831,
