gamma_hat_table,gamma_min_from_grid,gamma_matches_grid_min,n_grid_rows,n_valid_grid_rows,n_warning_flagged,min_SSR
19.61182193062687,19.61182193062687,TRUE,252,252,0,44990.011277471625
