check_group,N_saved,n_all_three_years_saved,n_all_three_years_rebuilt,max_abs_saved_vs_rebuilt_threshold,max_abs_parent_educ_saved_vs_rebuilt,any_threshold_missing_in_saved,any_parent_missing_in_saved,n_clusters,n_birth_cohorts,n_waves,gamma_matches_grid_min,n_grid_rows,n_warning_flagged,low_high_counts_match,all_full_rank,near_singular_warning,n_success,n_failed,n_warning,percentile_ci_contains_zero,centered_bootstrap_p_value_table,sign_based_two_sided_p_value,has_parent_iv_formula,gmm_instrument_uses_parent_educ_mean_r,threshold_used_as_instrument_string_present,log_distance_used_as_iv_string_present,father_mother_overid_iv_string_present
overall,3113,3113,3113,0,0,FALSE,FALSE,22,4,4,TRUE,252,0,TRUE,TRUE,FALSE,1999,0,1,TRUE,0.11405702851425711,0.05302651325662831,TRUE,TRUE,FALSE,FALSE,FALSE
