gamma_example,N,N_low,N_high,ncol_X_gamma,ncol_Z_gamma,rank_X_gamma,rank_Z_gamma,ZtZ_rank,ZtZ_invertible,XPZX_rank,XPZX_invertible,XPZX_condition_number,full_rank_X,full_rank_Z,safe_for_stage19c_example
5.893695483748599,3188,1604,1584,7,7,7,7,7,TRUE,7,TRUE,182784.22241292385,TRUE,TRUE,TRUE
