gamma,N,N_low,N_high,beta_low,se_low,p_low,beta_high,se_high,p_high,objective_value,warning_flag,warning_note
1.5514311819961155,3188,1841,1347,0.10665727931875478,0.010443324928319188,1.337870981412513e-9,0.09558833754638409,0.011455770930711534,4.1648559432190177e-8,45921.9487987609,FALSE,
1.55650358091216,3188,1841,1347,0.10665727931875478,0.010443324928319188,1.337870981412513e-9,0.09558833754638409,0.011455770930711534,4.1648559432190177e-8,45921.9487987609,FALSE,
1.5615759798282043,3188,1841,1347,0.10665727931875478,0.010443324928319188,1.337870981412513e-9,0.09558833754638409,0.011455770930711534,4.1648559432190177e-8,45921.9487987609,FALSE,
1.1101324763002507,3188,946,2242,0.10662614636572446,0.011803749409703324,1.1141071126788414e-8,0.0999769306844203,0.013318787712469176,2.250628716478667e-7,45925.68971089411,FALSE,
1.115204875216295,3188,946,2242,0.10662614636572446,0.011803749409703324,1.1141071126788414e-8,0.0999769306844203,0.013318787712469176,2.250628716478667e-7,45925.68971089411,FALSE,
1.1202772741323395,3188,946,2242,0.10662614636572446,0.011803749409703324,1.1141071126788414e-8,0.0999769306844203,0.013318787712469176,2.250628716478667e-7,45925.68971089411,FALSE,
1.125349673048384,3188,946,2242,0.10662614636572446,0.011803749409703324,1.1141071126788414e-8,0.0999769306844203,0.013318787712469176,2.250628716478667e-7,45925.68971089411,FALSE,
1.1304220719644285,3188,946,2242,0.10662614636572446,0.011803749409703324,1.1141071126788414e-8,0.0999769306844203,0.013318787712469176,2.250628716478667e-7,45925.68971089411,FALSE,
1.5666483787442487,3188,1858,1330,0.10654678795334656,0.010428345016531788,1.3284929056813301e-9,0.09584540538515805,0.01159499291182541,4.854321634710028e-8,45932.04731988504,FALSE,
1.571720777660293,3188,1858,1330,0.10654678795334656,0.010428345016531788,1.3284929056813301e-9,0.09584540538515805,0.01159499291182541,4.854321634710028e-8,45932.04731988504,FALSE,
1.2318700502853168,3188,1117,2071,0.10706666254402199,0.0125557763284943,2.9159315814159818e-8,0.09904998477891006,0.013580466328503153,3.507785064624504e-7,45937.27483789159,FALSE,
1.2369424492013612,3188,1117,2071,0.10706666254402199,0.0125557763284943,2.9159315814159818e-8,0.09904998477891006,0.013580466328503153,3.507785064624504e-7,45937.27483789159,FALSE,
1.7188203462255816,3188,2251,937,0.10441811989359952,0.011615754235594009,1.2095109233741573e-8,0.09789287190643893,0.011078906240967804,1.6149075000913262e-8,45941.600531901364,FALSE,
1.7086755483934928,3188,2167,1021,0.10412942165535864,0.011687320611436767,1.405129931944654e-8,0.09883618168019404,0.011588534748661328,2.907445231500517e-8,45943.84361750927,FALSE,
1.318100831858072,3188,1418,1770,0.10488553459467535,0.010761534378902688,3.0324284890359596e-9,0.1003370121329819,0.014120403695652359,5.214145490521429e-7,45944.79101896904,FALSE,
1.3231732307741164,3188,1418,1770,0.10488553459467535,0.010761534378902688,3.0324284890359596e-9,0.1003370121329819,0.014120403695652359,5.214145490521429e-7,45944.79101896904,FALSE,
1.3282456296901608,3188,1424,1764,0.10467234102710114,0.0108267873354964,3.4883913720408716e-9,0.10061195708385405,0.014183685503843628,5.352418193077793e-7,45946.30930119083,FALSE,
1.723892745141626,3188,2284,904,0.10401909488265217,0.011755129892624063,1.576067941053202e-8,0.09930020814847017,0.011313885797187477,1.806708547686595e-8,45946.633676696554,FALSE,
1.2470872470334502,3188,1133,2055,0.10654528025060227,0.01291069591441406,4.986315745272887e-8,0.09952471004624112,0.014382799513803704,7.759810268035504e-7,45949.11401960685,FALSE,
1.2521596459494946,3188,1133,2055,0.10654528025060227,0.01291069591441406,4.986315745272887e-8,0.09952471004624112,0.014382799513803704,7.759810268035504e-7,45949.11401960685,FALSE,
1.2420148481174058,3188,1128,2060,0.10667311017517672,0.012816795328041735,4.3415785053474974e-8,0.09946332575850854,0.01400880629844787,5.27833978446643e-7,45952.50875490246,FALSE,
1.7289651440576703,3188,2306,882,0.10397367522064506,0.01178988253768003,1.668042012686214e-8,0.09939296292313889,0.01128403990479147,1.7019645756470913e-8,45954.783698759864,FALSE,
1.5767931765763377,3188,1879,1309,0.10595818154012879,0.010725011859054704,2.3944568283125894e-9,0.09697391842711718,0.012104527995847176,8.049743233800506e-8,45957.20363619608,FALSE,
1.7543271386378925,3188,2445,743,0.10368730349531496,0.012078720184223114,2.612013671757313e-8,0.09998442773781713,0.011260386473652505,1.4878025802811115e-8,45959.13503018157,FALSE,
1.51085199066776,3188,1717,1471,0.10417862319789438,0.011678889111375667,1.3772264541568015e-8,0.1007648302989144,0.014267900719749942,5.719216236527263e-7,45963.332288961275,FALSE,
1.7137479473095372,3188,2213,975,0.10397505668073799,0.01170413689172388,1.4757445060482443e-8,0.09980931383035038,0.011557698546603056,2.3659036025081528e-8,45963.46338757335,FALSE,
1.5970827722405154,3188,1919,1269,0.10585743063973929,0.010691514982986147,2.305221409289128e-9,0.09695591648304037,0.012720282333910244,1.7728798706710817e-7,45964.590270843946,FALSE,
