B_requested,n_success,n_failed,n_warning,n_clusters,gamma_observed,gamma_q025,gamma_q05,gamma_q50,gamma_q95,gamma_q975,beta_low_observed,beta_low_q025,beta_low_q975,beta_high_observed,beta_high_q025,beta_high_q975,beta_diff_observed,beta_diff_q025,beta_diff_q975,beta_diff_ci_contains_zero,bootstrap_p_value
399,399,0,0,22,19.729926191008722,17.92164991323264,18.06804563736354,19.729926191008722,25.83925040374736,25.993743680485338,0.08679476846912434,0.0595719852036164,0.11956480573887948,0.11064239365106573,0.08456757913070954,0.1650127582122304,0.02384762518194139,0.00422773659653142,0.067588681038306,FALSE,0.12280701754385964
