variable,residualized_variable,mean,sd,min,max,missing_count,correlation_with_original
lwage,lwage_r,-0.02853667769695895,0.4570144100296345,-1.6219348395648359,1.7509656608988644,0,0.938192094063575
educ_years,educ_years_r,-0.04681143038061652,2.7467311784653847,-14.265650948182962,7.247362910891352,0,0.9810825028416986
parent_educ_mean,parent_educ_mean_r,-0.1971379419679145,2.715651038576971,-11.647289668522678,11.358921787765304,0,0.9682991630247111
age,age_r,-0.023083275095461226,1.295417805254606,-2.7016728016559384,2.9077942715412846,0,0.33415095698398617
age2,age2_r,-1.4633020910639079,80.15636871228027,-155.0589202610006,223.00490861225444,0,0.32595176891091143
female,female_r,-7.252424375876437e-4,0.4900183507367445,-0.8966345621900362,0.8829923304821288,0,0.975908743910345
married,married_r,-0.008710175503008013,0.38970214765335637,-0.6625613863520696,0.9944890789579464,0,0.9435421277222628
urban,urban_r,0.058644437072139996,0.39821373700007234,-0.4949954349734351,1.0530594702582208,0,0.9467485155870996
