threshold_variable,gamma_hat,term,estimate,se,t_stat,p_value,N,N_low,N_high,weighting_matrix_used,inference_reference,beta_difference_high_minus_low,warning_note
student_teacher_ratio_avg_16_18,19.61182193062687,educ_low,0.08737979247774699,0.021507004958081315,4.0628526681449335,5.590979266733385e-4,3113,1007,2106,cluster-robust S by birth_aimag,t distribution with df=21,0.022406180243728355,
student_teacher_ratio_avg_16_18,19.61182193062687,educ_high,0.10978597272147535,0.00921179480000716,11.917978537840423,8.262585032792271e-11,3113,1007,2106,cluster-robust S by birth_aimag,t distribution with df=21,0.022406180243728355,
