threshold_variable,gamma_hat,term,estimate,se,t_stat,p_value,N,N_low,N_high,weighting_matrix_used,inference_reference,beta_difference_high_minus_low,warning_note
student_teacher_ratio_avg_16_17,19.729926191008722,educ_low,0.08679476846912434,0.019741654088847708,4.396529696979937,2.517469139155848e-4,3113,1017,2096,cluster-robust S by birth_aimag,t distribution with df=21,0.02384762518194139,
student_teacher_ratio_avg_16_17,19.729926191008722,educ_high,0.11064239365106573,0.00962407889062428,11.49641382915646,1.598750267736091e-10,3113,1017,2096,cluster-robust S by birth_aimag,t distribution with df=21,0.02384762518194139,
