threshold_variable,gamma_hat,beta_low_2sls,beta_high_2sls,beta_low_GMM,beta_high_GMM,beta_diff_GMM_high_minus_low,inference_method
student_teacher_ratio_avg_17_18,19.53062264661216,0.07842788268444437,0.10943746710728994,0.07842788268444512,0.10943746710729,0.03100958442284489,"two-step GMM, cluster-robust S by birth_aimag, t distribution with df=21"
