tau_group_label,N,mean_tau_log,mean_return_pct,median_student_teacher_ratio_17_18,urban_share,female_share,mean_age,mean_parent_educ
Доод 25%,797,0.06710987366285201,6.948773238749307,20.143652473927702,0.6863237139272271,0.1355081555834379,30.107904642409032,9.860727728983688
Дунд-доод 25%,797,0.0908875992204898,9.51623931175941,20.59674255558934,0.7804265997490589,0.20702634880803011,30.222082810539522,10.550188205771644
Дунд-дээд 25%,797,0.11344227090859577,12.017143074078225,23.103916714538485,0.821831869510665,0.5445420326223338,31.29861982434128,10.456712672521958
Дээд 25%,797,0.1561794878530869,16.92503548913243,19.576272791230142,0.7691342534504392,1,27.431618569636136,10.610414052697616
