section,var_name,label_mn,label_en,category,waves_present,n_obs,n_unique,preview_waves,missing_rate_min,missing_rate_max,top_10_values,value_labels,institutional_description,finding,hidden_gem
A_dormitory_access,q0114b,1.14 [НЭР] хаана төрсөн бэ? Сум/ дүүрэг,1.14 [НЭР] хаана birth/born бэ? soum/ дүүрэг,geography,202020212022,180792,27,"2020,2021,2022",0.7101126604951705,0.7332624867162593,1 (4055) | 10 (1155) | 19 (1134) | 7 (1100) | 25 (936) | 22 (913) | 16 (832) | 4 (724) | 13 (717) | 31 (692) || 1 (2827) | 19 (774) | 7 (694) | 10 (677) | 25 (565) | 22 (554) | 16 (518) | 13 (460) | 37 (391) | 34 (386) || 1 (5054) | 19 (1616) | 7 (1506) | 10 (1406) | 22 (1173) | 16 (1143) | 25 (1075) | 4 (904) | 13 (896) | 31 (763),,Dormitory and boarding access,HIDDEN_GEM: birthplace soum/district for 2020-2022,TRUE
A_dormitory_access,q0118b,"1.18 [НЭР] хамгийн сүүлд аль аймаг, сумаас шилжиж ирсэн бэ? Сум/ дүүрэг","1.18 [НЭР] хамгийн сүүлд аль aimag, soumаас move/migrateиж ирсэн бэ? soum/ дүүрэг",geography,2020202120222024,234690,339,"2020,2021,2022,2024",0.7395821737355746,0.7936757037293329,1 (3076) | 10 (1638) | 16 (1154) | 7 (1154) | 25 (1120) | 19 (1073) | 22 (885) | 4 (551) | 13 (542) | 37 (423) || 1 (2011) | 7 (999) | 10 (963) | 16 (891) | 25 (778) | 19 (714) | 22 (615) | 13 (336) | 37 (251) | 34 (228) || 1 (3316) | 10 (1685) | 7 (1457) | 16 (1416) | 19 (1233) | 25 (1113) | 22 (1034) | 4 (618) | 13 (599) | 31 (500), || 1101= Багануур | 1104= Багахангай | 1107= Баянгол | 1110= Баянзүрх | 1113= Налайх | 1116= Сонгинохайрхан | 1119= Сүхбаатар | 1122= Хан-Уул | 1125= Согинохайрхан | 2101= Хэрлэн | 2104= Баяндун | 2107= Баянтүмэн | 2110= Баян-Уул | 2113= Булган | 2116= Гурванзагал | 2119= Дашбалбар | 2122= Матад | 2125= Сэргэлэн | 2128= Халхгол | 2131= Хөлөнбуйр | 2134= Цагаан-Овоо | 2137= Чойбалсан | 2140= Чулуунхороот | 2201= Баруун-Урт | 2204= Асгат | 2207= Баяндэлгэр | 2210= Дарьганга | 2213= Мөнххаан | 2216= Наран | 2219= Онгон | 2222= Сүхбаатар | 2225= Түвшинширээ | 2228= Түмэнцогт | 2231= Уулбаян | 2234= Халзан | 2237= Эрдэнэцагаан | 2301= Хэрлэн | 2304= Батноров | 2307= Батширээт | 2310= Баян-Адарга | 2313= Баянмөнх | 2316= Баян-Овоо | 2319= Баянхутаг | 2322= Биндэр | 2325= Галшар | 2328= Дадал | 2331= Дархан | 2334= Дэлгэрхаан | 2337= Жаргалтхаан | 2340= Мөрөн | 2343= Норовлин | 2346= Өмнөдэлгэр | 2349= Цэнхэрмандал | 2352= Бор-Өндөр | 4101= Зуунмод | 4104= Алтанбулаг | 4107= Аргалант | 4110= Архуст | 4113= Батсүмбэр | 4116= Баян | 4119= Баяндэлгэр | 4122= Баянжаргалан | 4125= Баян-Өнжүүл | 4128= Баянхангай | 4131= Баянцагаан | 4134= Баянцогт | 4137= Баянчандмань | 4140= Борнуур | 4143= Бүрэн | 4146= Дэлгэрхаан | 4149= Жаргалант | 4152= Заамар | 4155= Лүн | 4158= Мөнгөнморьт | 4161= Өндөрширээт | 4164= Сүмбэр | 4167= Сэргэлэн | 4170= Угтаалцайдам | 4173= Цээл | 4176= Эрдэнэ | 4179= Эрдэнэсант | 4201= Сүмбэр | 4204= Баянтал | 4207= Шивээговь | 4301= Сүхбаатар | 4304= Алтанбулаг | 4307= Баруунбүрэн | 4310= Баянгол | 4313= Ерөө | 4316= Жавхлант | 4319= Зүүнбүрэн | 4322= Мандал | 4325= Орхон | 4328= Орхонтуул | 4331= Сайхан | 4334= Сант | 4337= Түшиг | 4340= Хүдэр | 4343= Хушаат | 4346= Цагааннуур | 4349= Шаамар | 4401= Сайншанд | 4404= Айраг | 4407= Алтанширээ | 4410= Даланжаргалан | 4413= Дэлгэрэх | 4416= Замын-Үүд | 4419= Иххэт | 4422= Мандах | 4425= Өргөн | 4428= Сайхандулаан | 4431= Улаанбадрах | 4434= Хатанбулаг | 4437= Хөвсгөл | 4440= Эрдэнэ | 4501= Дархан | 4504= Орхон | 4507= Хонгор | 4510= Шарын гол | 4601= Даланзадгад | 4604= Баяндалай | 4607= Баян-Овоо | 4610= Булган | 4613= Гурвантэс | 4616= Мандал-Овоо | 4619= Манлай | 4622= Ноён | 4625= Номгон | 4628= Сэврэй | 4631= Ханбогд | 4634= Ханхонгор | 4637= Хүрмэн | 4640= Цогт-Овоо | 4643= Цогтцэций | 4801= Сайнцагаан | 4804= Адаацаг | 4807= Баянжаргалан | 4810= Говь-Угтаал | 4813= Гурвансайхан | 4816= Дэлгэрхангай | 4819= Дэлгэрцогт | 4822= Дэрэн | 4825= Луус | 4828= Өлзийт | 4831= Өндөршил | 4834= Сайхан-Овоо | 4837= Хулд | 4840= Цагаандэлгэр | 4843= Эрдэнэдалай | 6101= Баян-Өндөр | 6104= Жаргалант | 6201= Арвайхээр | 6204= Баруунбаян-Улаан | 6207= Бат-Өлзий | 6210= Баянгол | 6213= Баян-Өндөр | 6216= Богд | 6219= Бүрд | 6222= Гучин-Ус | 6225= Есөн зүйл | 6228= Зүүнбаян-Улаан | 6231= Нарийнтээл | 6234= Өлзийт | 6237= Сант | 6240= Тарагт | 6243= Төгрөг | 6246= Уянга | 6249= Хайрхандулаан | 6252= Хархорин | 6255= Хужирт | 6301= Булган | 6304= Баян-Агт | 6307= Баяннуур | 6310= Бугат | 6313= Бүрэгхангай | 6316= Гурван булаг | 6319= Дашинчилэн | 6322= Могод | 6325= Орхон | 6328= Рашаант | 6331= Сайхан | 6334= Сэлэнгэ | 6337= Тэшиг | 6340= Хангал | 6343= Хишиг-өндөр | 6346= Хутаг-Өндөр | 6401= Баянхонгор | 6404= Баацагаан | 6407= Баянбулаг | 6410= Баянговь | 6413= Баянлиг | 6416= Баян-Овоо | 6419= Баян-Өндөр | 6422= Баянцагаан | 6425= Богд | 6428= Бөмбөгөр | 6431= Бууцагаан | 6434= Галуут | 6437= Гурванбулаг | 6440= Жаргалант | 6443= Жинст | 6446= Заг | 6449= Өлзийт | 6452= Хүрээмарал | 6455= Шинэжинст | 6458= Эрдэнэцогт | 6501= Эрдэнэбулган | 6504= Батцэнгэл | 6507= Булган | 6510= Жаргалант | 6513= Их тамир | 6516= Өгийнуур | 6519= Өлзийт | 6522= Өндөр-Улаан | 6525= Тариат | 6528= Төвшрүүлэх | 6531= Хайрхан | 6534= Хангай | 6537= Хашаат | 6540= Хотонт | 6543= Цахир | 6546= Цэнхэр | 6549= Цэцэрлэг | 6552= Чулуут | 6555= Эрдэнэмандал | 6701= Мөрөн | 6704= Алаг-Эрдэнэ | 6707= Арбулаг | 6710= Баянзүрх | 6713= Бүрэнтогтох | 6716= Галт | 6719= Жаргалант | 6722= Их-Уул | 6725= Рашаант | 6728= Рэнчинлхүмбэ | 6731= Тариалан | 6734= Тосонцэнгэл | 6737= Төмөрбулаг | 6740= Түнэл | 6743= Улаан-Уул | 6746= Ханх | 6749= Цагааннуур | 6752= Цагаан-Уул | 6755= Цагаан-Үүр | 6758= Цэцэрлэг | 6761= Чандмань-Өндөр | 6764= Шинэ-Идэр | 6767= Эрдэнэбулган | 8101= Улиастай | 8104= Алдархаан | 8107= Асгат | 8110= Баянтэс | 8113= Баянхайрхан | 8116= Дөрвөлжин | 8119= Завханмандал | 8122= Идэр | 8125= Их-Уул | 8128= Нөмрөг | 8131= Отгон | 8134= Сантмаргац | 8137= Сонгино | 8140= Тосонцэнгэл | 8143= Түдэвтэй | 8146= Тэлмэн | 8149= Тэс | 8152= Ургамал | 8155= Цагаанхайрхан | 8158= Цагаанчулуут | 8161= Цэцэн-Уул | 8164= Шилүүстэй | 8167= Эрдэнэхайрхан | 8170= Яруу | 8201= Есөнбулаг | 8204= Алтай | 8207= Баян-Уул | 8210= Бигэр | 8213= Бугат | 8216= Дарив | 8219= Дэлгэр | 8222= Жаргалан | 8225= Тайшир | 8228= Тонхил | 8231= Төгрөг | 8234= Халиун | 8237= Хөхморьт | 8240= Цогт | 8243= Цээл | 8246= Чандмань | 8249= Шарга | 8252= Эрдэнэ | 8301= Өлгий | 8304= Алтай | 8307= Алтанцөгц | 8310= Баяннуур | 8313= Бугат | 8316= Булган | 8319= Буянт | 8322= Дэлүүн | 8325= Ногооннуур | 8328= Сагсай | 8331= Толбо | 8334= Улаанхус | 8337= Цэнгэл | 8401= Жаргалант | 8404= Алтай | 8407= Булган | 8410= Буянт | 8413= Дарви | 8416= Дөргөн | 8419= Дуут | 8422= Зэрэг | 8425= Манхан | 8428= Мөнххайрхан | 8431= Мөст | 8434= Мянгад | 8437= Үенч | 8440= Ховд | 8443= Цэцэг | 8446= Чандмань | 8449= Эрдэнэбүрэн | 8501= Улаангом | 8504= Баруунтуруун | 8507= Бөхмөрөн | 8510= Давст | 8513= Завхан | 8516= Зүүнговь | 8519= Зүүнхангай | 8522= Малчин | 8525= Наранбулаг | 8528= Өлгий | 8531= Өмнөгөвь | 8534= Өндөрхангай | 8537= Сагил | 8540= Тариалан | 8543= Түргэн | 8546= Тэс | 8549= Ховд | 8552= Хяргас | 8555= Цагаанхайрхан,Dormitory and boarding access,HIDDEN_GEM: birthplace soum/district for 2024; older waves last migration origin soum,TRUE
A_dormitory_access,q0222,2.22 [НЭР] суралцах хугацаандаа хаана амьдардаг вэ?,2.22 [НЭР] суралцах хугацаандаа хаана амьдардаг вэ?,education,2020202120222024,234690,5,"2020,2021,2022,2024",0.7313912631762566,0.740094079046487,1 (12216) | 4 (1534) | 3 (1224) | 2 (321) | 5 (231) || 1 (8487) | 4 (1208) | 3 (787) | 2 (159) | 5 (138) || 1 (17385) | 4 (1984) | 3 (1510) | 2 (331) | 5 (228),1=Ð“ÑÑ€Ñ‚ÑÑ | 2=Ð¥Ò¯Ò¯Ñ…Ð´Ò¯Ò¯Ð´ ÑÑƒÑ€Ð°Ð»Ñ†Ð°Ñ… Ñ…ÑƒÐ³Ð°Ñ†Ð°Ð°Ð½Ð´Ð°Ð° Ð°Ð¼ÑŒÐ´Ð°Ñ€Ð´Ð°Ð³ ÑÑƒÑƒÑ† | 3=Ð”Ð¾Ñ‚ÑƒÑƒÑ€ Ð±Ð°Ð¹Ñ€ | 4=Ð¥Ð°Ð¼Ð°Ð°Ñ‚Ð°Ð½ ÑÐ°Ð´Ð°Ð½ | 5=Ð‘ÑƒÑÐ°Ð´ || 1=Гэртээ | 2=Хүүхдүүд суралцах хугацаандаа амьдардаг сууц | 3=Дотуур байр | 4=Хамаатан садан | 5=Бусад,Dormitory and boarding access,HIDDEN_GEM: current student's living arrangement includes dormitory,TRUE
A_dormitory_access,q0121b,1.21 [НЭР] 5-н жилийн өмнө хаана амьдарч байсан бэ? Сум/ дүүрэг,1.21 [НЭР] 5-н жилийн өмнө хаана амьдарч байсан бэ? soum/ дүүрэг,geography,202020212022,180792,27,"2020,2021,2022",0.7522473508880593,0.7944418357511801,1 (4665) | 10 (1890) | 16 (1639) | 7 (1423) | 25 (1045) | 19 (918) | 22 (765) | 13 (351) | 4 (283) | 37 (244) || 1 (1873) | 10 (1516) | 16 (1498) | 7 (1044) | 19 (713) | 22 (700) | 25 (620) | 13 (237) | 28 (169) | 4 (144) || 1 (6164) | 10 (1703) | 7 (1488) | 16 (1365) | 19 (1049) | 22 (946) | 25 (874) | 4 (787) | 13 (504) | 52 (232),,Dormitory and boarding access,candidate_or_context_variable,FALSE
A_dormitory_access,q0125b,1.25 [НЭР] 5-н жилийн өмнө хаана амьдарч байсан бэ? Сум/ дүүрэг,1.25 [НЭР] 5-н жилийн өмнө хаана амьдарч байсан бэ? soum/ дүүрэг,geography,2024,53898,296,2024,0.8138891981149579,0.8138891981149579,1110 (975) | 1116 (929) | 6101 (806) | 1107 (733) | 1122 (647) | 1125 (552) | 4501 (494) | 1119 (452) | 8301 (366) | 2201 (231),1101= Багануур | 1104= Багахангай | 1107= Баянгол | 1110= Баянзүрх | 1113= Налайх | 1116= Сонгинохайрхан | 1119= Сүхбаатар | 1122= Хан-Уул | 1125= Согинохайрхан | 2101= Хэрлэн | 2104= Баяндун | 2107= Баянтүмэн | 2110= Баян-Уул | 2113= Булган | 2116= Гурванзагал | 2119= Дашбалбар | 2122= Матад | 2125= Сэргэлэн | 2128= Халхгол | 2131= Хөлөнбуйр | 2134= Цагаан-Овоо | 2137= Чойбалсан | 2140= Чулуунхороот | 2201= Баруун-Урт | 2204= Асгат | 2207= Баяндэлгэр | 2210= Дарьганга | 2213= Мөнххаан | 2216= Наран | 2219= Онгон | 2222= Сүхбаатар | 2225= Түвшинширээ | 2228= Түмэнцогт | 2231= Уулбаян | 2234= Халзан | 2237= Эрдэнэцагаан | 2301= Хэрлэн | 2304= Батноров | 2307= Батширээт | 2310= Баян-Адарга | 2313= Баянмөнх | 2316= Баян-Овоо | 2319= Баянхутаг | 2322= Биндэр | 2325= Галшар | 2328= Дадал | 2331= Дархан | 2334= Дэлгэрхаан | 2337= Жаргалтхаан | 2340= Мөрөн | 2343= Норовлин | 2346= Өмнөдэлгэр | 2349= Цэнхэрмандал | 2352= Бор-Өндөр | 4101= Зуунмод | 4104= Алтанбулаг | 4107= Аргалант | 4110= Архуст | 4113= Батсүмбэр | 4116= Баян | 4119= Баяндэлгэр | 4122= Баянжаргалан | 4125= Баян-Өнжүүл | 4128= Баянхангай | 4131= Баянцагаан | 4134= Баянцогт | 4137= Баянчандмань | 4140= Борнуур | 4143= Бүрэн | 4146= Дэлгэрхаан | 4149= Жаргалант | 4152= Заамар | 4155= Лүн | 4158= Мөнгөнморьт | 4161= Өндөрширээт | 4164= Сүмбэр | 4167= Сэргэлэн | 4170= Угтаалцайдам | 4173= Цээл | 4176= Эрдэнэ | 4179= Эрдэнэсант | 4201= Сүмбэр | 4204= Баянтал | 4207= Шивээговь | 4301= Сүхбаатар | 4304= Алтанбулаг | 4307= Баруунбүрэн | 4310= Баянгол | 4313= Ерөө | 4316= Жавхлант | 4319= Зүүнбүрэн | 4322= Мандал | 4325= Орхон | 4328= Орхонтуул | 4331= Сайхан | 4334= Сант | 4337= Түшиг | 4340= Хүдэр | 4343= Хушаат | 4346= Цагааннуур | 4349= Шаамар | 4401= Сайншанд | 4404= Айраг | 4407= Алтанширээ | 4410= Даланжаргалан | 4413= Дэлгэрэх | 4416= Замын-Үүд | 4419= Иххэт | 4422= Мандах | 4425= Өргөн | 4428= Сайхандулаан | 4431= Улаанбадрах | 4434= Хатанбулаг | 4437= Хөвсгөл | 4440= Эрдэнэ | 4501= Дархан | 4504= Орхон | 4507= Хонгор | 4510= Шарын гол | 4601= Даланзадгад | 4604= Баяндалай | 4607= Баян-Овоо | 4610= Булган | 4613= Гурвантэс | 4616= Мандал-Овоо | 4619= Манлай | 4622= Ноён | 4625= Номгон | 4628= Сэврэй | 4631= Ханбогд | 4634= Ханхонгор | 4637= Хүрмэн | 4640= Цогт-Овоо | 4643= Цогтцэций | 4801= Сайнцагаан | 4804= Адаацаг | 4807= Баянжаргалан | 4810= Говь-Угтаал | 4813= Гурвансайхан | 4816= Дэлгэрхангай | 4819= Дэлгэрцогт | 4822= Дэрэн | 4825= Луус | 4828= Өлзийт | 4831= Өндөршил | 4834= Сайхан-Овоо | 4837= Хулд | 4840= Цагаандэлгэр | 4843= Эрдэнэдалай | 6101= Баян-Өндөр | 6104= Жаргалант | 6201= Арвайхээр | 6204= Баруунбаян-Улаан | 6207= Бат-Өлзий | 6210= Баянгол | 6213= Баян-Өндөр | 6216= Богд | 6219= Бүрд | 6222= Гучин-Ус | 6225= Есөн зүйл | 6228= Зүүнбаян-Улаан | 6231= Нарийнтээл | 6234= Өлзийт | 6237= Сант | 6240= Тарагт | 6243= Төгрөг | 6246= Уянга | 6249= Хайрхандулаан | 6252= Хархорин | 6255= Хужирт | 6301= Булган | 6304= Баян-Агт | 6307= Баяннуур | 6310= Бугат | 6313= Бүрэгхангай | 6316= Гурван булаг | 6319= Дашинчилэн | 6322= Могод | 6325= Орхон | 6328= Рашаант | 6331= Сайхан | 6334= Сэлэнгэ | 6337= Тэшиг | 6340= Хангал | 6343= Хишиг-өндөр | 6346= Хутаг-Өндөр | 6401= Баянхонгор | 6404= Баацагаан | 6407= Баянбулаг | 6410= Баянговь | 6413= Баянлиг | 6416= Баян-Овоо | 6419= Баян-Өндөр | 6422= Баянцагаан | 6425= Богд | 6428= Бөмбөгөр | 6431= Бууцагаан | 6434= Галуут | 6437= Гурванбулаг | 6440= Жаргалант | 6443= Жинст | 6446= Заг | 6449= Өлзийт | 6452= Хүрээмарал | 6455= Шинэжинст | 6458= Эрдэнэцогт | 6501= Эрдэнэбулган | 6504= Батцэнгэл | 6507= Булган | 6510= Жаргалант | 6513= Их тамир | 6516= Өгийнуур | 6519= Өлзийт | 6522= Өндөр-Улаан | 6525= Тариат | 6528= Төвшрүүлэх | 6531= Хайрхан | 6534= Хангай | 6537= Хашаат | 6540= Хотонт | 6543= Цахир | 6546= Цэнхэр | 6549= Цэцэрлэг | 6552= Чулуут | 6555= Эрдэнэмандал | 6701= Мөрөн | 6704= Алаг-Эрдэнэ | 6707= Арбулаг | 6710= Баянзүрх | 6713= Бүрэнтогтох | 6716= Галт | 6719= Жаргалант | 6722= Их-Уул | 6725= Рашаант | 6728= Рэнчинлхүмбэ | 6731= Тариалан | 6734= Тосонцэнгэл | 6737= Төмөрбулаг | 6740= Түнэл | 6743= Улаан-Уул | 6746= Ханх | 6749= Цагааннуур | 6752= Цагаан-Уул | 6755= Цагаан-Үүр | 6758= Цэцэрлэг | 6761= Чандмань-Өндөр | 6764= Шинэ-Идэр | 6767= Эрдэнэбулган | 8101= Улиастай | 8104= Алдархаан | 8107= Асгат | 8110= Баянтэс | 8113= Баянхайрхан | 8116= Дөрвөлжин | 8119= Завханмандал | 8122= Идэр | 8125= Их-Уул | 8128= Нөмрөг | 8131= Отгон | 8134= Сантмаргац | 8137= Сонгино | 8140= Тосонцэнгэл | 8143= Түдэвтэй | 8146= Тэлмэн | 8149= Тэс | 8152= Ургамал | 8155= Цагаанхайрхан | 8158= Цагаанчулуут | 8161= Цэцэн-Уул | 8164= Шилүүстэй | 8167= Эрдэнэхайрхан | 8170= Яруу | 8201= Есөнбулаг | 8204= Алтай | 8207= Баян-Уул | 8210= Бигэр | 8213= Бугат | 8216= Дарив | 8219= Дэлгэр | 8222= Жаргалан | 8225= Тайшир | 8228= Тонхил | 8231= Төгрөг | 8234= Халиун | 8237= Хөхморьт | 8240= Цогт | 8243= Цээл | 8246= Чандмань | 8249= Шарга | 8252= Эрдэнэ | 8301= Өлгий | 8304= Алтай | 8307= Алтанцөгц | 8310= Баяннуур | 8313= Бугат | 8316= Булган | 8319= Буянт | 8322= Дэлүүн | 8325= Ногооннуур | 8328= Сагсай | 8331= Толбо | 8334= Улаанхус | 8337= Цэнгэл | 8401= Жаргалант | 8404= Алтай | 8407= Булган | 8410= Буянт | 8413= Дарви | 8416= Дөргөн | 8419= Дуут | 8422= Зэрэг | 8425= Манхан | 8428= Мөнххайрхан | 8431= Мөст | 8434= Мянгад | 8437= Үенч | 8440= Ховд | 8443= Цэцэг | 8446= Чандмань | 8449= Эрдэнэбүрэн | 8501= Улаангом | 8504= Баруунтуруун | 8507= Бөхмөрөн | 8510= Давст | 8513= Завхан | 8516= Зүүнговь | 8519= Зүүнхангай | 8522= Малчин | 8525= Наранбулаг | 8528= Өлгий | 8531= Өмнөгөвь | 8534= Өндөрхангай | 8537= Сагил | 8540= Тариалан | 8543= Түргэн | 8546= Тэс | 8549= Ховд | 8552= Хяргас | 8555= Цагаанхайрхан,Dormitory and boarding access,candidate_or_context_variable,FALSE
B_school_type,q0114b,1.14 [НЭР] хаана төрсөн бэ? Сум/ дүүрэг,1.14 [НЭР] хаана birth/born бэ? soum/ дүүрэг,geography,202020212022,180792,27,"2020,2021,2022",0.7101126604951705,0.7332624867162593,1 (4055) | 10 (1155) | 19 (1134) | 7 (1100) | 25 (936) | 22 (913) | 16 (832) | 4 (724) | 13 (717) | 31 (692) || 1 (2827) | 19 (774) | 7 (694) | 10 (677) | 25 (565) | 22 (554) | 16 (518) | 13 (460) | 37 (391) | 34 (386) || 1 (5054) | 19 (1616) | 7 (1506) | 10 (1406) | 22 (1173) | 16 (1143) | 25 (1075) | 4 (904) | 13 (896) | 31 (763),,School ownership/type,HIDDEN_GEM: birthplace soum/district for 2020-2022,TRUE
