source_file,survey_folder,file_name,variable_name,variable_label,family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,WB5,ТА СУРЧ БАЙСАН СУРГУУЛИЙНХАА ХАМГИЙН ДЭЭД ТАЛ НЬ ХЭДДҮГЭЭР АНГИ/ КУРСЫГ ТӨГССӨН БЭ?,education_schooling
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,WB7,ТА НАДАД ЭНЭ ӨГҮҮЛБЭРИЙГ УНШИЖ ӨГНӨ ҮҮ,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,WB7A,ТА МИНИЙ УНШИХ ӨГҮҮЛБЭРИЙГ НАДАД БИЧИЖ ӨГНӨ ҮҮ,education_schooling
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,WB8,ТА СҮҮЛЧИЙН 7 ХОНОГТ ЯМАР НЭГ АЖИЛ ЭРХЭЛСЭН ҮҮ?,work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,WB9,"ЭМЭГТЭЙЧҮҮДИЙН ХУВЬД ЗАРИМ НЬ АЖИЛ ЭРХЭЛЖ ЦАЛИН, МӨНГӨ АВДАГ, ЗАРИМ НЬ ХУДАЛДАА ЭРХЛЭХ,  ЖИЖИГ БИЗНЕС ЭРХЭЛДЭГ,  ЭСВЭЛ Ө",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,WB10,"ХЭДИЙГЭЭР ТА СҮҮЛЧИЙН 7 ХОНОГТ АЖИЛ ЭРХЛЭЭГҮЙ БОЛОВЧ ЯМАР НЭГ БИЗНЕС ЭРХЭЛДЭГ ҮҮ, ЭСВЭЛ АМРАЛТАА АВСАН БАЙГАА ЮУ, ЭСВЭЛ",work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,WB11,ТА СҮҮЛЧИЙН 12 САРД ЯМАР НЭГ АЖИЛ ЭРХЭЛСЭН ҮҮ?,work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,WB12CODE,ТА ЯМАР АЖИЛ ЭРХЭЛДЭГ ВЭ? Код,work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,WB13,"ТАНЫ АЖИЛ ТАНАЙ ГЭР БҮЛИЙН ХЭН НЭГ ГИШҮҮНИЙХ ҮҮ, ЭСВЭЛ ӨӨР ХЭН НЭГЭНИЙХ ҮҮ, ЭСВЭЛ ТАНЫ ӨӨРИЙН ЭРХЭЛДЭГ АЖИЛ УУ?",work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,WB14,"ТА БАЙНГЫН АЖИЛ ЭРХЭЛДЭГ ҮҮ, ЭСВЭЛ УЛИРАЛЫН АЖИЛ ЭРХЭЛДЭГ ҮҮ, ЦАГИЙН АЖИЛ ЭРХЭЛДЭГ ҮҮ, ЭСВЭЛ ТҮР АЖИЛ ЭРХЭЛДЭГ ҮҮ?",work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MT2,"ТА СОНИН, ХЭВЛЭЛ ХЭР ИХ УНШДАГ ВЭ? ӨДӨР БҮР ҮҮ, ДОЛОО ХОНОГТ НААД ЗАХ НЬ 1 УДАА ЮУ, САРД НААД ЗАХ НЬ 1 УДАА ЮУ, ЭСВЭЛ ОГ",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MT3,"ТА РАДИО ХЭР ИХ СОНСДОГ ВЭ? ӨДӨР БҮР ҮҮ, ДОЛОО ХОНОГТ НААД ЗАХ НЬ 1 УДАА ЮУ, САРД НААД ЗАХ НЬ 1 УДАА ЮУ, ЭСВЭЛ ОГТ СОНСД",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MT4,"ТА ТЕЛЕВИЗ ХЭР ИХ ҮЗДЭГ ВЭ? ӨДӨР БҮР ҮҮ, ДОЛОО ХОНОГТ НААД ЗАХ НЬ 1 УДАА ЮУ, САРД НААД ЗАХ НЬ 1 УДАА ЮУ, ЭСВЭЛ ОГТ ҮЗДЭГ",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MT6,ТА  ЕР НЬ КОМПЬЮТЕР ХЭРЭГЛЭДЭГ ҮҮ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MT7,ТА СҮҮЛЧИЙН 12 САРЫН ХУГАЦААНД КОМПЬЮТЕР ХЭРЭГЛЭСЭН ҮҮ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MT8,"ТА СҮҮЛЧИЙН 1 САРЫН ХУГАЦААНД КОМПЬЮТЕР ХЭР ИХ ХЭРЭГЛЭСЭН БЭ? ӨДӨР БҮР ҮҮ, ДОЛОО ХОНОГТ НААД ЗАХ НЬ 1 УДАА ЮУ, САРД НААД",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MT9,ТА ЕР НЬ ИНТЕРНЕТ ХЭРЭГЛЭДЭГ ҮҮ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MT10,ТА СҮҮЛЧИЙН 12 САРЫН ХУГАЦААНД ИНТЕРНЕТ ХЭРЭГЛЭСЭН ҮҮ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MT11,"ТА СҮҮЛЧИЙН 1 САРД ИНТЕРНЕТ ХЭР ИХ ХЭРЭГЛЭСЭН БЭ? ӨДӨР БҮР ҮҮ, ДОЛОО ХОНОГТ НААД ЗАХ НЬ 1 УДАА ЮУ, САРД НААД ЗАХ НЬ 1 УД",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MT12,ТА ГАР УТАСТАЙ ЮУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MA1,"ТА ОДООГООР ГЭРЛЭСЭН ҮҮ, ЭСВЭЛ ХАМТРАН АМЬДАРЧ БАЙГАА ЮУ?",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MA2,ТАНЫ НӨХӨР/ ХАМТРАН АМЬДРАГЧ ХЭДЭН НАСТАЙ ВЭ?,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MA5,"ТА ЕР НЬ/ӨМНӨ НЬ ГЭРЛЭЖ, ЭСВЭЛ ХАМТРАН АМЬДАРЧ БАЙСАН УУ?",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MA6,"ТА ОДООГООР БЭЛБЭСЭН ҮҮ, САЛСАН УУ, ЭСВЭЛ ТУСГААРЛАСАН УУ?",wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MA7,"ТА НЭГ УДАА ГЭРЛЭЖ/ ХАМТРАН АМЬДАРЧ БАЙСАН УУ, ЭСВЭЛ НЭГЭЭС ОЛОН УДАА ГЭРЛЭЖ/ХАМТРАН АМЬДАРЧ БАЙСАН УУ?",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MA8Y,"ТА ХЭДЭН ОНЫ ХЭДЭН САРД АНХ ГЭРЛЭСЭН, ЭСВЭЛ ХАМТРАН АМЬДАРЧ ЭХЭЛСЭН БЭ? Он",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MA8M,"ТА ХЭДЭН ОНЫ ХЭДЭН САРД АНХ ГЭРЛЭСЭН, ЭСВЭЛ ХАМТРАН АМЬДАРЧ ЭХЭЛСЭН БЭ? Сар",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MA8AY,"ТА ХЭДЭН ОНЫ ХЭДЭН САРД АНХ ГЭРЛЭСЭН, ЭСВЭЛ ХАМТРАН АМЬДАРЧ ЭХЭЛСЭН БЭ? Он",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MA8AM,"ТА ХЭДЭН ОНЫ ХЭДЭН САРД АНХ ГЭРЛЭСЭН, ЭСВЭЛ ХАМТРАН АМЬДАРЧ ЭХЭЛСЭН БЭ? Сар",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MA9,ТА АНХНЫ НӨХӨР/ ХАМТРАН АМЬДРАГЧТАЙГАА ХЭДЭН НАСТАЙГААСАА АМЬДАРЧ ЭХЭЛСЭН  БЭ?,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,HB2,ОДООГООР ТАНЫ НӨХӨР/ ХАМТРАН АМЬДРАГЧ ТАНЬ ГЭРТЭЭ ХАМТ АМЬДАРЧ БАЙНА УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,HB3,ХЭДИЙ ХУГАЦААГААР ХОЛ АМЬДАРЧ БАЙНА ВЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,HB4,ТАНЫ НӨХӨР/ ХАМТРАН АМЬДРАГЧ ЕР НЬ СУРГУУЛЬД СУРЧ БАЙСАН УУ?,education_schooling
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,HB5,ТҮҮНИЙ СУРЧ БАЙСАН ХАМГИЙН ДЭЭД ШАТНЫ СУРГУУЛИЙГ ХЭЛНЭ ҮҮ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,HB6,ТАНЫ НӨХӨР/ ХАМТРАН АМЬДРАГЧ СУРАЛЦАЖ БАЙСАН ХАМГИЙН ДЭЭД ШАТНЫ СУРГУУЛИА ТӨГССӨН ҮҮ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,HB7,ТАНЫ НӨХӨР/ ХАМТРАН АМЬДРАГЧ СУРЧ БАЙСАН ХАМГИЙН ДЭЭД ШАТНЫ СУРГУУЛИЙНХАА ХЭДДҮГЭЭР АНГИ/ КУРСЫГ ТӨГССӨН БЭ?,education_schooling
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,CM1,ТА ХҮҮХЭД ТӨРҮҮЛЖ БАЙСАН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,CM4,ТАНЫ ТӨРҮҮЛСЭН ХҮҮХДҮҮДЭЭС ОДОО ТАНТАЙ ХАМТ АМЬДАРДАГ ХҮҮХЭД БАЙГАА ЮУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,CM5A,ХЭД НЬ ХҮҮ ВЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,CM5B,ХЭД НЬ ОХИН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,CM6,ТАНЫ ТӨРҮҮЛСЭН ХҮҮХДҮҮДЭЭС АМЬД СЭРҮҮН ХЭДИЙ Ч ТАНТАЙ ХАМТ АМЬДАРДАГГҮЙ ХҮҮХЭД БАЙГАА ЮУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,CM7A,ХЭД НЬ ХҮҮ ВЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,CM7B,ХЭД НЬ ОХИН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,CM8,АМЬД ТӨРӨӨД ЭНДСЭН ХҮҮХЭД БАЙГАА ЮУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,CM9A,ХЭД НЬ ХҮҮ БАЙСАН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,CM9B,ХЭД НЬ ОХИН БАЙСАН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,CM10,Нийт төрөлтийн тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,CTOT,Check total number of children ever born,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,BHAUX,Other births,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,INTROBH,Introduction BH Listing,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,CM13,Сүүлийн 2 жилийн төрөлт,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,CP1,ТА ОДОО ЖИРЭМСЭН ҮҮ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB2,ЖИРЭМСЛЭЭД ХЭДЭН 7 ХОНОГ БОЛЖ БАЙНА ВЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB3,Miscarriage birth in last 5 years,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB4Y,"ХАМГИЙН СҮҮЛД ХЭЗЭЭ ЖИРЭМСЛЭЛТ ТАНЬ ЗУЛБАЛТ, АМЬГҮЙ ТӨРӨЛТ, ҮР ХӨНДӨЛТӨӨР ТӨГССӨН БЭ? Он",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB4M,"ХАМГИЙН СҮҮЛД ХЭЗЭЭ ЖИРЭМСЛЭЛТ ТАНЬ ЗУЛБАЛТ, АМЬГҮЙ ТӨРӨЛТ, ҮР ХӨНДӨЛТӨӨР ТӨГССӨН БЭ? Сар",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB6,Үр хөндөлтийн тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB11,ТА СҮҮЛЧИЙН ҮР ХӨНДӨЛТЫГ ЯМАР ШАЛТГААНЫ УЛМААС ХИЙЛГЭСЭН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB12,"CҮҮЛЧИЙН ҮР ХӨНДӨЛТ ХИЙЛГЭХ ШИЙДВЭРИЙГ ХЭН ГАРГАСАН БЭ? ТА ӨӨРӨӨ ЮУ, ЭСВЭЛ ӨӨР ХЭН НЭГЭН ҮҮ, ЭСВЭЛ ХЭН НЭГЭНТЭЙ ХАМТРАН",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB13,CҮҮЛЧИЙН ҮР ХӨНДӨЛТИЙГ ХААНА ХИЙЛГЭСЭН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB14,CҮҮЛЧИЙН ҮР ХӨНДӨЛТИЙГ ХЭН ХИЙСЭН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB15,CҮҮЛЧИЙН ҮР ХӨНДӨЛТИЙГ ЯМАР АРГААР ХИЙЛГЭСЭН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB16A,Үр хөндүүлэх шийдвэрийн талаар,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB16B,Үр хөндөлтийн шалтгаан,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB16C,Тэтгэмжийн талаар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB16D,Үр хөндөлтийн арга,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB16E,ЖСАХ-ийн талаар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB16X,ЖСАХ-ийн талаар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB17A,Аюултай шинжийн талаар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB17B,ЭХО-ны талаар,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB17C,ЖСАХ-ийн талаар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB17X,Санамж бичиг,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB18,ҮР ХӨНДҮҮЛСНИЙ ДАРАА ТОДОРХОЙ ХУГАЦААНД ХЭВТЭЖ АМАРСАН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB19,ҮР ХӨНДҮҮЛСНИЙ ДАРАА ЯМАР НЭГ ХҮНДРЭЛ ТОХИОЛДСОН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB20A,Цус алдсан,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB20B,Өвдөлт их байсан,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB20C,Халуурсан,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB20D,Дахин цэвэрлэгээ хийлгэсэн,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB20X,Бусад (бичих),wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,AB21,ТА СҮҮЛЧИЙН ҮР ХӨНДӨЛТӨӨС ХОЙШ ЖСАХ-ИЙН АЛЬ НЭГИЙГ ХЭРЭГЛЭЖ ЭХЭЛСЭН ҮҮ?,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,DB1,ТА (нэр)-ИЙГ ХҮСЧ БАЙЖ ТӨРҮҮЛСЭН ҮҮ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,DB2,ТА ХОЖИМ ХҮҮХЭД ТӨРҮҮЛЭХИЙГ ХҮСЧ БАЙСАН УУ ЭСВЭЛ ЕР НЬ/ ДАХИН ХҮҮХЭД ТӨРҮҮЛЭХ ХҮСЭЛГҮЙ БАЙСАН УУ?,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,DB3U,ТА ЯМАР ХУГАЦААНЫ ДАРАА ХҮҮХЭД ТӨРҮҮЛЭХ БОДОЛТОЙ БАЙСАН БЭ? Жил,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,DB3N,ТА ЯМАР ХУГАЦААНЫ ДАРАА ХҮҮХЭД ТӨРҮҮЛЭХ БОДОЛТОЙ БАЙСАН БЭ? Сар,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN1,ТА (нэр)-ИЙГ ТЭЭЖ БАЙХДАА ЖИРЭМСНИЙ ХЯНАЛТАД ОРСОН УУ?,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2D,Эх барих эмэгтэйчүүдийн эмч,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2E,Бусад их эмч,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2I,Өрх/ сумын эмч,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2J,Эх баригч,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2C,Бага эмч,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2K,Сувилагч,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2F,Бариач/ засалч,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2X,Бусад (бичих),wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2AA,ТА (нэр)-ИЙГ ТЭЭХ ҮЕДЭЭ ХЭДЭН 7 ХОНОГТОЙ БАЙХДАА ЖИРЭМСНИЙ ХЯНАЛТАД ОРСОН БЭ?,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2BA,"Төрөлжсөн нарийн мэргэжлийн төв (Эх, нялхсын төв)",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2BB,Нэгдсэн эмнэлэг (Аймгийн төв/ Дүүргийн эмнэлэг),other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2BC,Амаржих газар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2BE,Сумын/ Өрхийн эмнэлэг,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2BG,Улаанбаатарын ортой эмнэлэг,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2BH,Улаанбаатарын оргүй эмнэлэг,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2BI,Аймаг/ Сумын ортой эмнэлэг,demographics_geo_weights
