source_file,survey_folder,file_name,variable_name,variable_label,family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WM9,Зөвшөөрөл өгсөн эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WM17,Ярилцлагын үр дүн,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WM7H,Ярилцлага эхэлсэн цаг,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WM7M,Ярилцлага эхэлсэн минут,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WM10H,Ярилцлага дууссан цаг,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WM10M,Ярилцлага дууссан минут,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WM11,Ганцаарчилсан орчин бүрдүүлсэн эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WM12,Асуулгын хуудас бичигдсэн хэл,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WM13,Ярилцлага хийсэн хэл,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WM14,Ярилцлага өгөгчийн эх хэл,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WM15,Ярилцлагын явцад орчуулга ашигласан эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WM15EF,Утсаар ярилцлага өгөхийг зөвшөөрсөн эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WM15GH,Өрхийн хэн нэгэн гар утастай эсэх,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WMFIN,Дуусгах,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WB3M,Эмэгтэйн төрсөн сар,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WB3Y,Эмэгтэйн төрсөн он,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WB4,Эмэгтэйн нас,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WB5,Эмэгтэйн төрсөн газар,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WB6,Эмэгтэйн төрсөн улс,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WB7,Эмэгтэйн иргэншил,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WB8,Одоогийн хаяг дээрээ тасралтгүйгээр амьдарч байгаа хугацаа,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WB9,Нүүж ирэхээсээ өмнө хаана амьдарч байсан,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WB10,Нүүж ирэхээсээ өмнө байнга оршин сууж байсан аймаг,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WDOI,Эмэгтэйн асуулга авсан огноо (CMC),other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WB3C,Эмэгтэйн төрсөн огноо (CMC),demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WB4C,Хариулагчын тооцоолсон нас,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,WAGE,Нас,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IN1,Ямар нэгэн эрүүл мэндийн даатгалд хамрагдсан эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IN2A,ЭМД - Олон нийтэд суурилсан эрүүл мэндийн даатгал 	,health_disability_nutrition
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IN2B,ЭМД - Ажил олгогчоор дамжуулсан эрүүл мэндийн даатгал,work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IN2C,ЭМД - Эрүүл мэндийн даатгалын сан,health_disability_nutrition
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IN2E,ЭМД - Албан журмын,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IN2F,ЭМД - Сайн дурын,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IN2D,ЭМД - Төрөөс хариуцдаг	,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IN2X,ЭМД - Нэмэлт / хувийн,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IN2NR,ЭМД - Бусад (тодруулах),wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE3,Өнгөрсөн 4 долоо хоногт сургуульд сурсан эсэх,education_schooling
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE4,"Өнгөрсөн 4 долоо хоногт  ажлын байранд цалингүй дагалдан, дадлага эсвэл үүнтэй төстэй сургалтад хамрагдсан эсэх",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE5,"Сүүлийн нэг жилийн хугацаанд ажлын байранд цалингүй дагалдан, дадлага эсвэл үүнтэй төстэй сургалтад хамрагдсан эсэх",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE6,"Өнгөрсөн 4 долоо хоногийн хугацаанд ямар нэг курс, семинар, эсвэл тодорхой чадвар хөгжүүлэх сургалтад хамрагдсан эсэх",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE7,"Сүүлийн нэг жилийн хугацаанд ямар нэг курс, семинар, эсвэл тодорхой чадвар хөгжүүлэх сургалтад хамрагдсан эсэх",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE8,"Өнгөрсөн 7 хоногт наад зах нь 1 цаг ямар нэг цалин хөлс, төлбөртэй ажил эрхэлсэн эсэх",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE9,"Өнгөрсөн 7 хоногт наад зах нь 1 цаг орлого олох зорилгоор ямар нэг төрлийн хувийн бизнес, өрхийн болон ХАА үйл ажиллагаа эрхэлсэн эсэх",wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE10,Өнгөрсөн 7 хоногт өрхийн бизнес эсвэл МАА-д тусалсан эсэх,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE11,Өнгөрсөн 7 хоногт ажиллаагүй ч буцаж хийхээр хүлээгдэж байгаа цалин хөлстэй ажил эсвэл бизнесийн үйл ажиллагаа байсан эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE12A,"Өнгөрсөн 7 хоногт ажиллаагүй шалтгаан - ээлжийн ажилтай, уян хатан цагаар ажилладаг",work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE12B,Өнгөрсөн 7 хоногт ажиллаагүй шалтгаан - амралттай байсан,work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE12C,"Өнгөрсөн 7 хоногт ажиллаагүй шалтгаан - өвчтэй, эсвэл гэмтэлтэй байсан",work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE12D,Өнгөрсөн 7 хоногт ажиллаагүй шалтгаан - жирэмсний амралттай байсан,work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE13,"Өнгөрсөн 7 хоногт ажиллаагүй шалтгаан - шинэ ажил, бизнес эхлэхээр хүлээж байгаа",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE14,Өнгөрсөн 7 хоногт ажиллаагүй шалтгаан - улирлын чанартай ажилладаг,work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE15,Улирлын чанартай эсвэл ажил багатай үедээ ч та тэр ажил эсвэл бизнесээ үргэлжлүүлэн хийдэг эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE16,Ажиллаагүй хугацаанаасаа эхлэн 3 сарын дотор өмнө нь хийж байсан цалин хөлстэй ажил эсвэл бизнесээ үргэлжлүүлэн хийх боломжтой эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE17,Ажлаа хийгээгүй хугацаандаа ажлаасаа ямар нэг төрлийн орлого үргэлжлүүлэн авч байсан,income_consumption
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE18A1,Мал аж ахуй,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE18A2,Газар тариалан,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE18B,"Загас, загасны аж ахуй",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE18X,Өөр төрлийн үйл ажиллагаа эсвэл бизнес,work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE20,"Сүүлийн 7 хоногт мал, тэжээвэр амьтан, газар тариалан, загас агнуур зэрэг ямар нэгэн аж ахуй эрхэлсэн эсэх",wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE21,ХАА-н бүтээгдэхүүнээ ямар зорилгоор үйлдвэрлэдэг бэ?,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE22,ХАА-н бүтээгдэхүүнээ борлуулсан эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,NE23,Ажлыг эрхлэхэд хэн нэгэн таныг хөлсөлсөн эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC1,Гар утастай эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC2,Ухаалаг утастай эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC3,Сүүлийн 3 сарын хугацаанд гар утасны хэрэглээ,income_consumption
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC4,"Та ер нь компьютер, нөүтбүүк, таблет хэрэглэж байсан эсэх",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC5,"Сүүлийн 3 сарын хугацаанд компьютер, нөүтбүүк, таблет хэрэглээ",income_consumption
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC7B,Сүүлийн 3 сард - Файл хуулсан / зөөсөн,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC7C,Сүүлийн 3 сард - Хавсралттай цахим шуудан илгээсэн,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC7D,Сүүлийн 3 сард - Үндсэн томьёо ашигласан,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC7E,Сүүлийн 3 сард - Төхөөрөмж таниулж холбосон,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC7F,"Сүүлийн 3 сард - Программ хайсан, татсан, суулгасан, тохируулсан",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC7G,Сүүлийн 3 сард - Илтгэл бэлтгэсэн,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC7H,Сүүлийн 3 сард - Файл явуулсан,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC7I,Сүүлийн 3 сард - Аюулгүй байдлын арга хэмжээг тохируулсан,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC7J,Сүүлийн 3 сард - Нууцлалын тохиргоог өөрчилсөн,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC7K,Сүүлийн 3 сард - Мэдээллийн найдвартай байдлыг шалгасан,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC7L,Сүүлийн 3 сард - Программ хөгжүүлсэн,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC10,Интернэт хэрэглэж байсан эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,IC11,Сүүлийн 3 сарын интернэт хэрэглээ,income_consumption
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,CM1,Хүүхэд төрүүлж байсан эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,CM2,Хамт амьдардаг төрүүлсэн хүүхэд байгаа эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,CM3,Хамт амьдардаг хүүгийн тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,CM4,Хамт амьдардаг охины тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,CM5,Тусдаа амьдардаг төрүүлсэн хүүхэд байгаа эсэх,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,CM6,Тусдаа амьдардаг хүүгийн тоо,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,CM7,Тусдаа амьдардаг охины тоо,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,CM8,Амьд төрөөд эндсэн хүүхэд байгаа эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,CM9,Эндсэн хүүгийн тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,CM10,Эндсэн охины тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,CM11,Нийт амьд төрөлтийн тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,CM12,Нийт амьд төрөлтийн тоо зөв эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,CM15,Нийт амьд төрөлийн тоо нь бүртгэгдсэн төрөлтийн тоотой тохирч байгаа эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,CM17,Сүүлийн 2 жилийн хугацаанд хамгийн бага хүүхдээ төрүүлсэн эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,BH11,Өөр амьд төрүүлсэн хүүхэд бий эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB1,Жирэмсэлж байсан эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB2,"Жирэмслэлт нь зулбалт, амьгүй төрөлт, өсөлтгүй жирэмслэлт, үр хөндөлтөөр төгссөн тохиолдол бий эсэх",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB3A,Зулбасан тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB3B,Амьгүй төрөлтийн тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB3C,Үр хөндөлтийн тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB4M,"Хамгийн сүүлд жирэмслэлт нь зулбалт, амьгүй төрөлт, өсөлтгүй жирэмслэлт, үр хөндөлтөөр төгссөн сар",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB4Y,"Хамгийн сүүлд жирэмслэлт нь зулбалт, амьгүй төрөлт, өсөлтгүй жирэмслэлт, үр хөндөлтөөр төгссөн он",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB12,Cүүлийн үр хөндөлтийг хийлгэсэн газар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB13A,Үр хөндөлт хийсэн хүн - Эмч,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB13B,Үр хөндөлт хийсэн хүн - Эх баригч,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB13C,Үр хөндөлт хийсэн хүн - Сувилагч,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB13F,Үр хөндөлт хийсэн хүн - Бариач / Засалч,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB13G,Үр хөндөлт хийсэн хүн - Өрх / сумын эмч,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB13H,Үр хөндөлт хийсэн хүн - Хамаатан / найз нөхөд,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB13X,Үр хөндөлт хийсэн хүн - Бусад (тодруулах),wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB13NR,Үр хөндөлт хийсэн хүн - Хариулаагүй,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB14,Cүүлийн үр хөндөлтийг хийлгэсэн арга,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB15A,Гэр бүл төлөвлөлт / жсах-ын дутагдал,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB15B,Хүсээгүй жирэмслэлт,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB15C,Ургийн хүйс,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB15D,Хүүхдийг өсгөх эдийн засаг / орлого хангалтгүй,income_consumption
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB15E,Нөхөр / найз залуу / гэр бүлийнхэн гуйсан эсвэл албадан үр хөндүүлсэн,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2023/wm - MN.sav,НҮТС-2023,wm - MN.sav,AB15F,Эмэгтэйн эрүүл мэндийн байдал,health_disability_nutrition
