b,gamma_boot,beta_low_boot,beta_high_boot,beta_diff_boot,N_boot,N_low_boot,N_high_boot,warning_flag,failed_flag,warning_note
48,19.350678307200045,0.06807870885066764,0.11455423216825052,0.04647552331758288,4103,1031,3072,FALSE,FALSE,
49,25.088356705879416,0.07637107756612149,0.12763531413060478,0.051264236564483284,2379,2061,318,FALSE,FALSE,
50,19.870365823828326,0.06105774366544823,0.11446243247543517,0.05340468880998694,2147,923,1224,FALSE,FALSE,
51,25.299559964028415,0.0969153013655178,0.127875492360185,0.030960190994667194,3233,2692,541,FALSE,FALSE,
52,25.460230048124227,0.08798681868458673,0.11022409058654867,0.02223727190196194,3315,2955,360,FALSE,FALSE,
53,17.51152107801462,0.06566817640265478,0.11124832588719817,0.04558014948454339,3036,377,2659,FALSE,FALSE,
54,19.843845656610355,0.08353519405068358,0.09529892202792534,0.011763727977241761,1984,704,1280,FALSE,FALSE,
55,20.699485952426045,0.11042112416600672,0.1004535595573024,-0.009967564608704321,3137,1547,1590,FALSE,FALSE,
56,25.31757881017335,0.10470819576103417,0.1251825029663462,0.02047430720531203,2336,1954,382,FALSE,FALSE,
57,18.067986634480178,0.08374521934480852,0.10465036102281122,0.020905141678002698,3170,785,2385,FALSE,FALSE,
58,18.015636323033718,0.08998342780001917,0.11061214301491326,0.020628715214894094,4525,558,3967,FALSE,FALSE,
59,17.71428586604627,0.07685562855703905,0.10592465190339309,0.029069023346354042,3618,530,3088,FALSE,FALSE,
60,25.19020593306931,0.09328983018666334,0.12396276804266125,0.03067293785599791,3160,2720,440,FALSE,FALSE,
61,19.61182193062687,0.08978507107967217,0.10816277227057118,0.018377701190899015,4065,1123,2942,FALSE,FALSE,
62,19.27869384387977,0.07998016033164138,0.11870038842229956,0.038720228090658185,3926,1023,2903,FALSE,FALSE,
63,18.966049777269326,0.07966096082975721,0.11806922754790744,0.03840826671815023,4011,946,3065,FALSE,FALSE,
64,25.749170875695366,0.08581650002675996,0.09877298121909782,0.01295648119233786,2424,2130,294,FALSE,FALSE,
65,20.666171136965765,0.10238940351645998,0.09759866543353199,-0.004790738082927987,2942,1188,1754,FALSE,FALSE,
66,25.362555483357653,0.07587788321003336,0.11919666820276793,0.043318784992734574,2281,1869,412,FALSE,FALSE,
67,19.12177975172682,0.07463924227433458,0.10025679624833303,0.025617553973998453,3280,1069,2211,FALSE,FALSE,
68,19.61182193062687,0.07873660668701027,0.10459698889749922,0.025860382210488947,3729,814,2915,FALSE,FALSE,
69,19.805350829047185,0.07989725198420283,0.1261615956488351,0.04626434366463228,2963,1151,1812,FALSE,FALSE,
70,19.806769563020094,0.0955397200541376,0.1213104944852671,0.02577077443112949,3077,1221,1856,FALSE,FALSE,
71,19.61182193062687,0.09221752538180085,0.11137650847102741,0.01915898308922656,3394,1191,2203,FALSE,FALSE,
72,18.96672143576005,0.09193204888543766,0.11827846825922944,0.026346419373791785,4817,790,4027,FALSE,FALSE,
73,19.60033787245687,0.07915347311737406,0.11849166740769249,0.03933819429031843,3756,830,2926,FALSE,FALSE,
74,25.31757881017335,0.10640882842659061,0.13652276083110176,0.030113932404511157,2339,1968,371,FALSE,FALSE,
75,25.401534574090174,0.0988904873217705,0.13613200162320518,0.037241514301434686,2628,2355,273,FALSE,FALSE,
76,25.31757881017335,0.07762637298266807,0.12932014418026774,0.05169377119759967,2464,2142,322,FALSE,FALSE,
77,19.27869384387977,0.07004177424460566,0.10346823540964287,0.03342646116503721,3159,1139,2020,FALSE,FALSE,
78,25.299559964028415,0.09819422203683943,0.14617630390010042,0.047982081863260986,2546,2228,318,FALSE,FALSE,
79,21.373500259307033,0.075564850797419425,0.11533834075495633,0.039773489957536906,2432,1565,867,FALSE,FALSE,
80,19.60033787245687,0.08280334061080409,0.10751791713763376,0.024714576526829665,3611,890,2721,FALSE,FALSE,
81,19.114821429988513,0.09930189314281399,0.11439484790873175,0.015092954765917765,3203,1044,2159,FALSE,FALSE,
82,21.373500259307033,0.07988956460658847,0.11019646610404088,0.03030690149745241,2257,955,1302,FALSE,FALSE,
83,19.789645866972208,0.09458008822154958,0.10572279557658386,0.011142707355034281,2362,1050,1312,FALSE,FALSE,
84,20.152447068482374,0.10169596558298173,0.1369367293346973,0.03524076375171557,2660,1212,1448,FALSE,FALSE,
85,25.161314330815753,0.09375773955495097,0.12261112910324892,0.028853389548297956,2383,1979,404,FALSE,FALSE,
86,25.362555483357653,0.08945443517655748,0.12479874438584343,0.035344309209285954,2232,1856,376,FALSE,FALSE,
87,25.19020593306931,0.11557167975496901,0.13935428407406006,0.023782604319091044,3219,2817,402,FALSE,FALSE,
88,25.31757881017335,0.06959515293966971,0.11022911066447591,0.0406339577248062,2518,2165,353,FALSE,FALSE,
89,22.569234097728142,0.07345532205468573,0.10893236697368872,0.035477044919002984,2164,1145,1019,FALSE,FALSE,
90,19.61182193062687,0.09587907977914509,0.10383568103694762,0.007956601257802537,3533,1235,2298,FALSE,FALSE,
91,25.362555483357653,0.09413789901760938,0.11611903495231778,0.021981135934708393,3358,3031,327,FALSE,FALSE,
92,19.12177975172682,0.08346464727689164,0.1105482009189771,0.027083553642085464,3157,828,2329,FALSE,FALSE,
93,25.460230048124227,0.08768977592359209,0.11842829292563892,0.030738517002046828,2732,2432,300,FALSE,FALSE,
94,19.806769563020094,0.09853322099264057,0.11612621316111481,0.017592992168474236,4556,1326,3230,FALSE,FALSE,
95,19.805350829047185,0.08361904142809992,0.10772272616490522,0.024103684736805298,3891,1456,2435,FALSE,FALSE,
96,24.96122663557223,0.0797795388014931,0.12214228335381214,0.04236274455231903,2397,2051,346,FALSE,FALSE,
97,19.61182193062687,0.09133924963857698,0.12091114568238881,0.02957189604381183,3868,1009,2859,FALSE,FALSE,
98,19.61182193062687,0.09369289670218503,0.11052187829502529,0.016828981592840256,4545,923,3622,FALSE,FALSE,
99,17.680555244142315,0.09401300281962735,0.1139034551702193,0.019890452350591947,3007,513,2494,FALSE,FALSE,
100,25.19020593306931,0.10267286414694184,0.12183010846324457,0.019157244316302738,3047,2541,506,FALSE,FALSE,
101,19.806769563020094,0.09350569830120717,0.11952228615440831,0.026016587853201142,3119,1410,1709,FALSE,FALSE,
102,23.980983050168934,0.07823478470840077,0.13133240223177461,0.053097617523373844,2538,2081,457,FALSE,FALSE,
103,22.859305599139788,0.11198828746512265,0.10505742059803184,-0.00693086686709081,3548,2254,1294,FALSE,FALSE,
104,22.569234097728142,0.10556319196989608,0.11823932385710649,0.01267613188721041,2138,1271,867,FALSE,FALSE,
105,25.878803292112114,0.0821553892351631,0.144394637148736,0.06223924791357288,2438,2116,322,FALSE,FALSE,
106,19.806769563020094,0.08460910881535777,0.11096940878299699,0.026360299967639222,4325,1354,2971,FALSE,FALSE,
107,19.870365823828326,0.08819824156689834,0.10638786426380434,0.018189622696905994,2623,1380,1243,FALSE,FALSE,
108,16.7807649925724,0.0726932414462514,0.1095495346963058,0.03685629325005439,2361,350,2011,FALSE,FALSE,
109,19.843845656610355,0.06137052788605741,0.10237962899963629,0.04100910111357888,2462,1374,1088,FALSE,FALSE,
110,19.114821429988513,0.08473991640206373,0.10506950041754584,0.020329584015482113,3167,985,2182,FALSE,FALSE,
111,25.31757881017335,0.08925940337791308,0.11260800055280674,0.023348597174893668,2388,2073,315,FALSE,FALSE,
112,18.015636323033718,0.10983860178462004,0.11689390037878121,0.007055298594161166,4493,477,4016,FALSE,FALSE,
113,19.805350829047185,0.08937756677297161,0.12638290902764054,0.037005342254668935,3271,1219,2052,FALSE,FALSE,
114,19.350678307200045,0.09775781674852144,0.11728620684527652,0.019528390096755083,4621,804,3817,FALSE,FALSE,
115,19.806769563020094,0.10427994215403641,0.11393749022018981,0.009657548066153404,2968,1133,1835,FALSE,FALSE,
116,18.890889404169155,0.0761603707874941,0.10919223217370845,0.03303186138621435,4748,938,3810,FALSE,FALSE,
117,19.805350829047185,0.10393519163470374,0.11171904967587526,0.007783858041171515,3059,993,2066,FALSE,FALSE,
118,17.94108879626121,0.07186894650746503,0.10135098136430021,0.029482034856835176,2356,240,2116,FALSE,FALSE,
119,25.31757881017335,0.0722816048927227,0.1250005216285502,0.05271891673582749,2718,2341,377,FALSE,FALSE,
120,18.96672143576005,0.09435019258951588,0.1018128025868279,0.00746260999731202,2962,949,2013,FALSE,FALSE,
121,19.806769563020094,0.07560307611881516,0.10771747121815986,0.0321143950993447,3132,1191,1941,FALSE,FALSE,
122,19.117776582772898,0.061742449775592456,0.07606916063728818,0.014326710861695721,2409,1171,1238,FALSE,FALSE,
123,19.843845656610355,0.07246808249901324,0.10880320551024739,0.03633512301123415,2313,1118,1195,FALSE,FALSE,
124,22.572146235469603,0.11112255204973445,0.12150083076930741,0.010378278719572961,3002,1781,1221,FALSE,FALSE,
125,19.12177975172682,0.06721391435296481,0.09977479445993716,0.03256088010697235,3995,961,3034,FALSE,FALSE,
126,19.806769563020094,0.10284918134046192,0.11507392191104196,0.01222474057058004,3122,1403,1719,FALSE,FALSE,
127,25.31757881017335,0.07003545225027674,0.10940408683998595,0.03936863458970921,2931,2615,316,FALSE,FALSE,
128,19.806769563020094,0.07771248307920088,0.11084691657826727,0.03313443349906639,2818,1180,1638,FALSE,FALSE,
129,25.824594396956908,0.09465851522417806,0.10220144163854064,0.007542926414362577,2482,2142,340,FALSE,FALSE,
130,25.19020593306931,0.10524144266461137,0.11742909115106287,0.0121876484864515,2916,2447,469,FALSE,FALSE,
131,25.19020593306931,0.09478738728538585,0.1279680435725071,0.033180656287121246,2512,2149,363,FALSE,FALSE,
132,23.721299524578214,0.09625436577194768,0.13156766753405408,0.0353133017621064,2283,1755,528,FALSE,FALSE,
133,25.31757881017335,0.08250577971639986,0.14090467614426483,0.05839889642786497,2852,2547,305,FALSE,FALSE,
134,25.98315376093154,0.1340071838217011,0.16944577790163118,0.03543859407993008,2348,2088,260,FALSE,FALSE,
135,19.806769563020094,0.10227009947937223,0.10571173446712391,0.003441634987751685,3070,1420,1650,FALSE,FALSE,
136,19.27869384387977,0.07344875966608971,0.11094610520767353,0.03749734554158382,3908,734,3174,FALSE,FALSE,
137,25.401534574090174,0.07819465210161895,0.10388716317171792,0.02569251107009897,2718,2353,365,FALSE,FALSE,
138,19.870365823828326,0.09219149165158483,0.12133975704686564,0.029148265395280815,2358,1111,1247,FALSE,FALSE,
139,25.19020593306931,0.10477730964786999,0.12262338393383856,0.01784607428596857,2799,2344,455,FALSE,FALSE,
140,19.806769563020094,0.08787461691072228,0.10599934731810956,0.018124730407387282,3182,1088,2094,FALSE,FALSE,
141,19.350678307200045,0.11117391782158798,0.11726638405771293,0.006092466236124958,2945,902,2043,FALSE,FALSE,
142,19.806769563020094,0.10477472017221383,0.11818200405868085,0.013407283886467017,2984,937,2047,FALSE,FALSE,
143,19.61182193062687,0.09292032757403515,0.10715937122378784,0.014239043649752689,3924,1253,2671,FALSE,FALSE,
144,19.61182193062687,0.08569151331392866,0.11084020252993919,0.02514868921601053,3948,1151,2797,FALSE,FALSE,
145,18.131998952853298,0.09311775942929809,0.12056108640732664,0.02744332697802855,3955,544,3411,FALSE,FALSE,
146,19.60033787245687,0.08216892523556635,0.11593158992545449,0.033762664689888144,4112,1136,2976,FALSE,FALSE,
147,25.893118378518675,0.10249429694495643,0.12292534455526395,0.02043104761030752,2364,1986,378,FALSE,FALSE,
148,17.559477170361543,0.07846761354894208,0.11109035523678938,0.032622741687847304,4287,448,3839,FALSE,FALSE,
149,17.94108879626121,0.054869403525409144,0.11457889828718087,0.05970949476177173,3848,427,3421,FALSE,FALSE,
150,19.350678307200045,0.08478774356235474,0.11469142812279606,0.029903684560441318,3610,955,2655,FALSE,FALSE,
151,19.61182193062687,0.08437329757610432,0.10334369195491322,0.018970394378808902,3918,1186,2732,FALSE,FALSE,
152,19.350678307200045,0.0964315565015218,0.11510854429761819,0.01867698779609639,2999,1062,1937,FALSE,FALSE,
153,18.131998952853298,0.09792257252312818,0.13043064869660032,0.032508076173472136,3109,447,2662,FALSE,FALSE,
154,19.12177975172682,0.06839793171909883,0.0988396431967545,0.030441711477655675,3722,919,2803,FALSE,FALSE,
155,25.362555483357653,0.07570668924758445,0.11655339099229943,0.04084670174471498,2657,2305,352,FALSE,FALSE,
156,18.96672143576005,0.08755949584902227,0.10922521427754499,0.021665718428522718,3068,964,2104,FALSE,FALSE,
157,25.137091096616988,0.09459344064330386,0.1570033671428539,0.062409926499550045,2559,2302,257,FALSE,FALSE,
158,20.699485952426045,0.12311472241475599,0.10377512176520028,-0.019339600649555713,3906,1617,2289,FALSE,FALSE,
159,19.61182193062687,0.07896481964089919,0.10959501432893305,0.030630194688033865,3770,1178,2592,FALSE,FALSE,
160,16.7807649925724,0.047489518007145626,0.11392131042020018,0.06643179241305455,3119,320,2799,FALSE,FALSE,
161,25.19020593306931,0.11287020593812293,0.12109182745406726,0.008221621515944327,2596,2165,431,FALSE,FALSE,
162,20.699485952426045,0.11360810922692437,0.09691868606676642,-0.01668942316015795,3012,1447,1565,FALSE,FALSE,
163,19.789645866972208,0.08099550643133294,0.10752395855566754,0.026528452124334606,4111,1483,2628,FALSE,FALSE,
164,19.805350829047185,0.10326708017743241,0.1272774002381262,0.024010320060693785,4567,1476,3091,FALSE,FALSE,
165,25.299559964028415,0.07362795466202415,0.12015403246588803,0.04652607780386388,2801,2523,278,FALSE,FALSE,
166,22.569234097728142,0.10806417992802209,0.12027859339077354,0.012214413462751456,3909,2291,1618,FALSE,FALSE,
167,19.61182193062687,0.08749947903009664,0.1098916820384695,0.022392203008372857,3912,878,3034,FALSE,FALSE,
168,18.09913762606492,0.06331030218576572,0.12222737529659689,0.058917073110831164,3849,397,3452,FALSE,FALSE,
169,18.966049777269326,0.07072415146572893,0.11021856364659824,0.03949441218086931,3328,1140,2188,FALSE,FALSE,
170,18.148197678855947,0.079005529645848,0.11356452148306649,0.034558991837218486,4489,646,3843,FALSE,FALSE,
171,16.72804128231951,0.08346701478709527,0.10848952427391104,0.025022509486815767,3072,361,2711,FALSE,FALSE,
172,19.806769563020094,0.09973052147610284,0.10928375584857514,0.009553234372472297,2964,1047,1917,FALSE,FALSE,
173,25.362555483357653,0.10821301514033796,0.1330910057164839,0.024877990576145953,3050,2377,673,FALSE,FALSE,
174,19.806769563020094,0.0751525317778642,0.1081208412549795,0.03296830947711531,3505,1466,2039,FALSE,FALSE,
175,25.878803292112114,0.09087001426715405,0.1278066808603238,0.03693666659316974,2643,2196,447,FALSE,FALSE,
176,24.882452076685073,0.06320803456783294,0.0923030866969119,0.029095052129078952,2114,1882,232,FALSE,FALSE,
177,25.460230048124227,0.09168275545185636,0.11889458442710903,0.027211828975252664,3324,2796,528,FALSE,FALSE,
178,19.805350829047185,0.09939508083780232,0.12356090241654573,0.024165821578743404,3215,1280,1935,FALSE,FALSE,
179,19.215903415629818,0.06719706592383012,0.11204367916345381,0.04484661323962369,3888,797,3091,FALSE,FALSE,
180,18.788359353118945,0.09432344886698862,0.12014858537913958,0.02582513651215096,3344,759,2585,FALSE,FALSE,
181,19.806769563020094,0.11433854101629115,0.11418943624394072,-1.4910477235043074e-4,4253,1533,2720,FALSE,FALSE,
182,25.31757881017335,0.0642841277927984,0.09553487605921661,0.0312507482664182,2369,2047,322,FALSE,FALSE,
183,19.61182193062687,0.08649521301008967,0.10423775248228004,0.017742539472190372,3181,1247,1934,FALSE,FALSE,
184,25.137091096616988,0.10657403128586146,0.14124780947219304,0.03467377818633158,2575,1996,579,FALSE,FALSE,
185,19.805350829047185,0.0828132834954814,0.11346437640148274,0.030651092906001348,2872,1111,1761,FALSE,FALSE,
186,19.805350829047185,0.08180222060349393,0.10411608786638475,0.02231386726289082,3514,1573,1941,FALSE,FALSE,
187,19.843845656610355,0.08432561868455472,0.11522556572525662,0.030899947040701897,2200,1198,1002,FALSE,FALSE,
188,19.789645866972208,0.08426807527374713,0.1268584037302711,0.04259032845652397,2479,1267,1212,FALSE,FALSE,
189,18.015636323033718,0.1190665213153605,0.1204952954325337,0.0014287741171732093,3766,571,3195,FALSE,FALSE,
190,19.114821429988513,0.09146543734541386,0.10769223522933914,0.01622679788392528,3912,1106,2806,FALSE,FALSE,
191,20.046803246234816,0.06920012245172619,0.09356717822260913,0.02436705577088294,2666,1299,1367,FALSE,FALSE,
192,19.61182193062687,0.08039300249055625,0.11307453673074477,0.03268153424018852,4501,1034,3467,FALSE,FALSE,
193,25.401534574090174,0.10641450357590287,0.1539954679166514,0.047580964340748516,2820,2456,364,FALSE,FALSE,
194,25.878803292112114,0.06396213874084648,0.12308749230241282,0.05912535356156634,2711,2424,287,FALSE,FALSE,
195,19.502490476545496,0.07685364529069354,0.11947612130819701,0.04262247601750348,2876,931,1945,FALSE,FALSE,
196,19.350678307200045,0.07579286163187074,0.089348213084263,0.013555351452392256,2516,1279,1237,FALSE,FALSE,
197,18.96672143576005,0.07333279976792684,0.11143914514545156,0.03810634537752472,3168,623,2545,FALSE,FALSE,
198,25.401534574090174,0.08169624820632589,0.10862033020214566,0.026924081995819776,3437,3020,417,FALSE,FALSE,
199,19.843845656610355,0.07340919642819191,0.1119940257233887,0.038584829295196785,2552,1127,1425,FALSE,FALSE,
200,25.86946746455014,0.09541312997219233,0.13279971406832858,0.03738658409613625,2615,2360,255,FALSE,FALSE,
201,25.19020593306931,0.09619937064459325,0.1281382792637264,0.03193890861913315,3083,2755,328,FALSE,FALSE,
202,19.350678307200045,0.08798350543610772,0.11557338376214968,0.027589878326041956,2812,771,2041,FALSE,FALSE,
203,19.805350829047185,0.09726434236435666,0.12533514785330016,0.0280708054889435,3762,1103,2659,FALSE,FALSE,
204,25.31757881017335,0.08781865269269987,0.13385161314867183,0.046032960455971966,2381,2037,344,FALSE,FALSE,
205,19.60033787245687,0.08338155033208894,0.11262386092307705,0.029242310590988113,2872,694,2178,FALSE,FALSE,
206,19.805350829047185,0.1092856654300933,0.12212489692493304,0.012839231494839745,3528,1220,2308,FALSE,FALSE,
207,19.12177975172682,0.062385493730320526,0.10872684970919622,0.04634135597887569,3936,1005,2931,FALSE,FALSE,
208,25.617827770802275,0.09349885169752407,0.12625846131170151,0.03275960961417744,2784,2332,452,FALSE,FALSE,
209,19.806769563020094,0.10877651793319554,0.11463799481029845,0.0058614768771029085,3711,1021,2690,FALSE,FALSE,
210,19.805350829047185,0.0762221743812209,0.10260848294816016,0.026386308566939257,3072,1290,1782,FALSE,FALSE,
211,19.502490476545496,0.08537303087451849,0.09915777156855514,0.013784740694036651,2406,919,1487,FALSE,FALSE,
212,17.505667323282474,0.073724897989418,0.08209377665245496,0.008368878663036955,2245,436,1809,FALSE,FALSE,
213,18.96672143576005,0.05874744845997794,0.0949769292582881,0.03622948079831016,3606,1269,2337,FALSE,FALSE,
214,19.61182193062687,0.09676852189915786,0.11193704923102,0.01516852733186215,4279,927,3352,FALSE,FALSE,
215,25.137091096616988,0.09526291770968703,0.1396505123868694,0.04438759467718237,3284,2766,518,FALSE,FALSE,
216,19.61182193062687,0.09157354916349528,0.09954454772950065,0.007970998566005374,3042,893,2149,FALSE,FALSE,
217,19.806769563020094,0.07914074454564121,0.12354169456649654,0.044400950020855326,3137,1113,2024,FALSE,FALSE,
218,19.60033787245687,0.08009357853270149,0.11966051414183876,0.039566935609137266,4397,750,3647,FALSE,FALSE,
219,19.27869384387977,0.0751337420392177,0.10971852895237276,0.03458478691315506,3072,1014,2058,FALSE,FALSE,
220,23.76670000168204,0.07134295528283581,0.12153985308776347,0.050196897804927657,2428,1795,633,FALSE,FALSE,
221,19.61182193062687,0.08727651383248299,0.10638142480672169,0.019104910974238706,3510,1128,2382,FALSE,FALSE,
222,25.31757881017335,0.08048612917722753,0.1398052626731407,0.05931913349591317,2328,2084,244,FALSE,FALSE,
223,19.870365823828326,0.09156728092568382,0.1033998252877717,0.011832544362087874,2439,1124,1315,FALSE,FALSE,
224,19.27869384387977,0.06660558953178372,0.10561911011366779,0.039013520581884065,3012,837,2175,FALSE,FALSE,
225,16.857084150440357,0.04920240933409192,0.10009131628049395,0.050888906946402024,2248,319,1929,FALSE,FALSE,
226,19.806769563020094,0.10427720526536272,0.11639254415836973,0.012115338893007019,3003,1179,1824,FALSE,FALSE,
227,22.569234097728142,0.09659565238764431,0.1133741312319345,0.016778478844290193,3189,1947,1242,FALSE,FALSE,
228,21.102544755879357,0.10102162299222123,0.11107942784638074,0.01005780485415951,2351,1456,895,FALSE,FALSE,
229,18.966049777269326,0.09510372717559923,0.12566211154103543,0.030558384365436203,1818,492,1326,FALSE,FALSE,
230,25.12893604798126,0.10730149188614704,0.12269950667937968,0.015398014793232634,3824,3080,744,FALSE,FALSE,
231,26.175131249606352,0.10796350935736426,0.1325797514243179,0.024616242066953647,2350,1856,494,FALSE,FALSE,
232,18.96672143576005,0.06933111791033972,0.1117179144005912,0.04238679649025148,3787,743,3044,FALSE,FALSE,
233,19.12177975172682,0.061929143020735544,0.10291660242570456,0.04098745940496902,5057,1208,3849,FALSE,FALSE,
234,25.161314330815753,0.09578136790748995,0.1831873521203412,0.08740598421285126,2340,1957,383,FALSE,FALSE,
235,19.806769563020094,0.08556322490831182,0.11152931188804431,0.02596608697973249,3298,1278,2020,FALSE,FALSE,
236,19.61182193062687,0.09860840741455545,0.11702634468117237,0.01841793726661692,5332,1142,4190,FALSE,FALSE,
237,19.114821429988513,0.07092874709316511,0.0981974293425271,0.027268682249361992,3047,749,2298,FALSE,FALSE,
238,25.31757881017335,0.10348011616397068,0.14087744171636052,0.03739732555238984,2182,1788,394,FALSE,FALSE,
239,19.61182193062687,0.10122127390837489,0.11769202339163282,0.016470749483257927,3040,906,2134,FALSE,FALSE,
240,19.805350829047185,0.10187722335513295,0.11455838554535276,0.012681162190219808,2916,969,1947,FALSE,FALSE,
241,19.61182193062687,0.08658937719775067,0.11504670903287172,0.028457331835121044,5110,1093,4017,FALSE,FALSE,
242,19.61182193062687,0.08328580012378325,0.11342483346026885,0.0301390333364856,3568,830,2738,FALSE,FALSE,
243,25.19020593306931,0.08845094802921637,0.14668812187181893,0.05823717384260256,2363,2006,357,FALSE,FALSE,
244,19.12177975172682,0.07279932840635489,0.09689213854456817,0.02409281013821328,3545,1114,2431,FALSE,FALSE,
245,19.843845656610355,0.07763721179549796,0.11349128391382826,0.035854072118330305,2471,998,1473,FALSE,FALSE,
