b,gamma_boot,beta_low_boot,beta_high_boot,beta_diff_boot,N_boot,N_low_boot,N_high_boot,warning_flag,failed_flag,warning_note
143,20.143652473927702,0.07826469755213726,0.10128928053870645,0.02302458298656919,2815,1548,1267,FALSE,FALSE,
144,19.53062264661216,0.09935760597900863,0.12416521899129351,0.024807613012284888,3166,1048,2118,FALSE,FALSE,
145,17.456786171574905,0.08227930611651182,0.10698864619458662,0.024709340078074793,3113,328,2785,FALSE,FALSE,
146,19.53062264661216,0.08888629264623926,0.10518533803901105,0.016299045392771785,3940,1058,2882,FALSE,FALSE,
147,19.40162620247366,0.07406310482351751,0.11087181165895066,0.03680870683543315,3858,790,3068,FALSE,FALSE,
148,19.53062264661216,0.10122671786697324,0.11607628101294826,0.01484956314597502,3263,902,2361,FALSE,FALSE,
149,25.542614431584454,0.09427758490671556,0.11576659726636865,0.021489012359653087,3088,2700,388,FALSE,FALSE,
150,25.35989602452551,0.05268196022859268,0.12252683950381162,0.06984487927521893,3024,2575,449,FALSE,FALSE,
151,20.27581690745423,0.0671995147260021,0.08504173980276038,0.017842225076758284,2671,1393,1278,FALSE,FALSE,
152,19.40162620247366,0.09233267575857362,0.1176691279188063,0.02533645216023267,3856,788,3068,FALSE,FALSE,
153,19.53062264661216,0.07861041441604717,0.11151762701408253,0.03290721259803536,3964,1136,2828,FALSE,FALSE,
154,19.300045599635204,0.07584264993302958,0.11462561396755007,0.03878296403452049,3920,587,3333,FALSE,FALSE,
155,20.56359156990926,0.08509966719762838,0.12469818085535433,0.03959851365772596,2706,1701,1005,FALSE,FALSE,
156,25.35989602452551,0.05471681599051457,0.11230735879391296,0.05759054280339839,2636,2078,558,FALSE,FALSE,
157,19.751492179487045,0.07772292931798364,0.10749874149060536,0.02977581217262172,4749,1477,3272,FALSE,FALSE,
158,25.392553622015377,0.07096156438974946,0.11907484085152203,0.048113276461772575,2723,2270,453,FALSE,FALSE,
159,25.362207922029242,0.10499145267570827,0.1411833490154691,0.036191896339760846,2388,1985,403,FALSE,FALSE,
160,25.392553622015377,0.09757664769642072,0.14279210658164923,0.045215458885228516,2432,2084,348,FALSE,FALSE,
161,19.53062264661216,0.06356859008223414,0.11406425591580678,0.05049566583357264,3579,757,2822,FALSE,FALSE,
162,19.01993355481728,0.07462400209777409,0.11728673141674265,0.042662729318968556,5173,733,4440,FALSE,FALSE,
163,25.50634423444468,0.12413387710647442,0.12852964222270266,0.004395765116228245,3024,2550,474,FALSE,FALSE,
164,24.924897627024734,0.07921035036813555,0.11692752871596457,0.03771717834782902,2499,2045,454,FALSE,FALSE,
165,19.557047327769425,0.0806320120344898,0.10732108363516049,0.02668907160067069,3972,1277,2695,FALSE,FALSE,
166,18.767149133446537,0.07109349893044395,0.10863538440416003,0.03754188547371608,3342,642,2700,FALSE,FALSE,
167,25.50634423444468,0.11128681242100467,0.12609194072046281,0.01480512829945814,3101,2751,350,FALSE,FALSE,
168,24.924897627024734,0.08431296960003934,0.12160003166340597,0.03728706206336663,2526,2048,478,FALSE,FALSE,
169,25.330265385840498,0.06324132579134645,0.12704882957048608,0.06380750377913963,3013,2723,290,FALSE,FALSE,
170,19.557047327769425,0.0839155669251332,0.10771141316850413,0.02379584624337093,3448,1134,2314,FALSE,FALSE,
171,25.392553622015377,0.07154004919206246,0.11731186426925021,0.04577181507718775,2541,2243,298,FALSE,FALSE,
172,25.297926756271426,0.07396721365524267,0.11426173542370409,0.04029452176846142,2454,2168,286,FALSE,FALSE,
173,19.53062264661216,0.10156401144564972,0.1213712247926752,0.019807213347025482,3107,812,2295,FALSE,FALSE,
174,19.53062264661216,0.07765922339932901,0.11857394254052599,0.04091471914119697,3330,1094,2236,FALSE,FALSE,
175,25.205639493141994,0.06636895545305267,0.1404600964008022,0.07409114094774953,2792,2511,281,FALSE,FALSE,
176,25.090253668364177,0.05731134316490755,0.08353407395366157,0.02622273078875402,2552,2176,376,FALSE,FALSE,
177,19.300045599635204,0.07611317795102174,0.09614440516735666,0.02003122721633492,2953,947,2006,FALSE,FALSE,
