N,n_birth_aimag_clusters,n_birth_cohort_groups,n_waves,log_distance_to_ub_min,log_distance_to_ub_p10,log_distance_to_ub_p25,log_distance_to_ub_p50,log_distance_to_ub_p75,log_distance_to_ub_p90,log_distance_to_ub_max,log_distance_to_ub_unique_values,distance_to_ub_min,distance_to_ub_p10,distance_to_ub_p25,distance_to_ub_p50,distance_to_ub_p75,distance_to_ub_p90,distance_to_ub_max,corr_log_distance_to_ub_educ_years,corr_log_distance_to_ub_parent_educ_mean,corr_log_distance_to_ub_lwage,deterministic_by_birth_aimag
3188,22,4,4,0,0,0,5.893695483748599,6.33846246873975,7.034999065305796,7.133253988585239,22,0,0,0,362.7433225537649,565.9255139453393,1135.6938506647364,1252.9474173158897,-0.03712583556954376,-0.24015270375626085,-0.1061085621076763,TRUE
