B_requested,n_success,n_failed,n_warning,n_clusters,gamma_observed,gamma_q025,gamma_q05,gamma_q50,gamma_q95,gamma_q975,distance_cutoff_observed,distance_cutoff_q025,distance_cutoff_q05,distance_cutoff_q50,distance_cutoff_q95,distance_cutoff_q975,beta_low_observed,beta_low_q025,beta_low_q975,beta_high_observed,beta_high_q025,beta_high_q975,beta_diff_observed,beta_diff_q025,beta_diff_q975,beta_diff_ci_contains_zero,bootstrap_p_value
399,399,0,69,22,6.228819337004976,0,0,5.893695483748599,6.228819337004976,6.228819337004976,507.15634914338665,0,0,362.7433225537648,507.15634914338665,507.15634914338665,0.11005308746938998,0.06818240087631477,0.12695571587758492,0.07946997904687167,0.04709290325918952,0.11879429630871237,-0.03058310842251831,-0.06323605475389962,0.027734051389499678,TRUE,0.12781954887218044
