beta_diff_observed,asymptotic_wald_p_value,bootstrap_p_value,beta_diff_boot_ci_low,beta_diff_boot_ci_high,beta_diff_ci_contains_zero,conclusion
0.03100958442284489,0.10211678005150096,0.03759398496240601,0.005628041196494418,0.058294624500472673,FALSE,Bootstrap supports student-teacher-ratio threshold heterogeneity at 5%.
