B_requested,n_success,n_failed,n_warning,n_clusters,gamma_observed,gamma_q025,gamma_q05,gamma_q50,gamma_q95,gamma_q975,beta_low_observed,beta_low_q025,beta_low_q975,beta_high_observed,beta_high_q025,beta_high_q975,beta_diff_observed,beta_diff_q025,beta_diff_q975,beta_diff_ci_contains_zero,bootstrap_p_value
399,399,0,0,22,25.46875,17.41357234314981,17.41357234314981,25.387596899224807,25.806451612903224,25.806451612903224,0.0969907934433977,0.042533448434275534,0.14540792433323318,0.13820869454637358,0.07621707920942937,0.1844004497588191,0.04121790110297588,-0.027204501234062345,0.07930582300809177,TRUE,0.08020050125313283
