B_requested,n_success,n_failed,n_warning,n_clusters,gamma_observed,gamma_q025,gamma_q05,gamma_q50,gamma_q95,gamma_q975,beta_low_observed,beta_low_q025,beta_low_q975,beta_high_observed,beta_high_q025,beta_high_q975,beta_diff_observed,beta_diff_q025,beta_diff_q975,beta_diff_ci_contains_zero,bootstrap_p_value
399,399,0,0,22,19.53062264661216,17.93727422003284,18.482730502650128,19.557047327769425,25.401342038447588,25.534623217922608,0.07842788268444512,0.05600676174144533,0.11877414905192935,0.10943746710729,0.08238613241284641,0.14784106715613768,0.03100958442284489,0.005628041196494418,0.058294624500472673,FALSE,0.03759398496240601
