gamma_example,N,N_low,N_high,ncol_X_gamma,ncol_Z_gamma,rank_X_gamma,rank_Z_gamma,ZtZ_invertible,XPZX_rank,XPZX_invertible,XPZX_condition_number,full_rank_X,full_rank_Z,safe_for_stage16b_example
1.4559588427726506,3188,1595,1593,7,7,7,7,TRUE,7,TRUE,183485.32795002856,TRUE,TRUE,TRUE
