beta_diff_observed,asymptotic_wald_p_value,bootstrap_p_value,beta_diff_boot_ci_low,beta_diff_boot_ci_high,beta_diff_ci_contains_zero,conclusion
0.04121790110297588,0.2946992755302081,0.08020050125313283,-0.027204501234062345,0.07930582300809177,TRUE,Bootstrap does not strongly support student-teacher-ratio threshold heterogeneity at 5%.
