gamma,N,N_low,N_high,beta_low_2sls,beta_high_2sls,SSR_2SLS,rank_X,rank_Z,rank_XPZX,condition_number_XPZX,warning_flag,warning_note,is_gamma_hat
17.456786171574905,3113,313,2800,0.12193164311951636,0.10478779394720363,45373.95027845436,7,7,7,271288.685272656,FALSE,,FALSE
17.47543188568052,3113,325,2788,0.12996085054466924,0.10435624038872131,45445.64103347936,7,7,7,283460.4719747177,FALSE,,FALSE
17.483333333333334,3113,334,2779,0.13443348286028486,0.10410679644147676,45495.21666967567,7,7,7,286433.94725439436,FALSE,,FALSE
17.503120926731654,3113,347,2766,0.1216530189828366,0.10466301302460833,45419.992538140315,7,7,7,250441.6563427046,FALSE,,FALSE
17.54980127747731,3113,372,2741,0.11841260549007956,0.10484561066241875,45384.302972791695,7,7,7,250201.17202133327,FALSE,,FALSE
17.67859368046284,3113,387,2726,0.10783026202387297,0.10551977262807162,45274.054853553724,7,7,7,237137.90707575346,FALSE,,FALSE
17.69292412617221,3113,388,2725,0.10945162246819683,0.10540166249336275,45287.78278510707,7,7,7,236275.92601102512,FALSE,,FALSE
17.76202100276734,3113,402,2711,0.11846605948260044,0.10473004394981288,45380.34144836259,7,7,7,233473.44749501505,FALSE,,FALSE
17.768879004448,3113,409,2704,0.11872122777679898,0.10467194185077716,45386.82312582858,7,7,7,227684.65305361815,FALSE,,FALSE
17.783798133538447,3113,429,2684,0.11757428149801602,0.10468235117071165,45382.92344703973,7,7,7,220195.75777415858,FALSE,,FALSE
17.78749953288014,3113,436,2677,0.11582784205317441,0.10482657783735741,45358.14032295632,7,7,7,220149.37421426893,FALSE,,FALSE
17.81183800623053,3113,441,2672,0.11319920286722152,0.10503869257553328,45331.71058972365,7,7,7,217407.09983042078,FALSE,,FALSE
17.81186876802998,3113,448,2665,0.11371738026769358,0.1049996374281918,45339.03502141924,7,7,7,219426.99677112393,FALSE,,FALSE
17.845153450669294,3113,451,2662,0.11221745695461036,0.10513002463423088,45321.24166042401,7,7,7,225148.0641146776,FALSE,,FALSE
17.85286364725617,3113,458,2655,0.1124917127738326,0.10509781418183073,45323.78189777833,7,7,7,223701.50432914455,FALSE,,FALSE
17.88864468864469,3113,463,2650,0.0973722830361081,0.1063691018307521,45185.61987567396,7,7,7,226871.98142564297,FALSE,,FALSE
