N_saved,n_all_three_years_saved,n_all_three_years_rebuilt,max_abs_saved_vs_rebuilt_threshold,max_abs_parent_educ_saved_vs_rebuilt,any_threshold_missing_in_saved,any_parent_missing_in_saved
3113,3113,3113,0,0,FALSE,FALSE
