N,n_birth_aimag_clusters,n_birth_cohort_groups,n_waves,age_min,age_max,birth_year_min,birth_year_max,year_at_17_min,year_at_17_max,student_teacher_ratio_at_17_min,student_teacher_ratio_at_17_p10,student_teacher_ratio_at_17_p25,student_teacher_ratio_at_17_p50,student_teacher_ratio_at_17_p75,student_teacher_ratio_at_17_p90,student_teacher_ratio_at_17_max,student_teacher_ratio_at_17_unique_values,corr_student_teacher_ratio_at_17_educ_years,corr_student_teacher_ratio_at_17_parent_educ_mean,corr_student_teacher_ratio_at_17_lwage,deterministic_by_birth_aimag,deterministic_by_birth_aimag_year_at_17,threshold_role,higher_value_interpretation
1032,22,4,4,25,41,1983,1999,2000,2016,3.67553865652725,17.15438950554995,18.54922279792746,20.95435684647303,24.289068614662146,26.19618913196895,66.4804469273743,296,-0.053679622265944034,0.05170991447840136,0.05379867427233104,FALSE,TRUE,threshold variable only; not used as IV,more students per teacher / more crowded school environment
