gamma,N,N_low,N_high,beta_low_2sls,beta_high_2sls,SSR_2SLS,rank_X,rank_Z,rank_XPZX,condition_number_XPZX,warning_flag,warning_note,is_gamma_hat
17.15438950554995,1032,105,927,0.10473779432898188,0.1095750347011319,16989.889406155842,7,7,7,266172.1316900736,FALSE,,FALSE
17.182817182817182,1032,106,926,0.10960864512543944,0.10929688932940111,16998.159750790393,7,7,7,254535.08335915458,FALSE,,FALSE
17.22017220172202,1032,111,921,0.09290442355187346,0.11064052309480468,16936.37438155449,7,7,7,239271.4474331356,FALSE,,FALSE
17.225950782997764,1032,114,918,0.0817199159274356,0.11156773240891094,16908.551706524027,7,7,7,239263.61109800494,FALSE,,FALSE
17.41357234314981,1032,115,917,0.07921818959730974,0.11185908563358779,16874.018460402127,7,7,7,239492.51518216962,FALSE,,FALSE
17.466666666666665,1032,118,914,0.0835865499359202,0.11151200252763113,16886.285974224695,7,7,7,239716.15491567826,FALSE,,FALSE
17.46987951807229,1032,128,904,0.10485090633391353,0.10969274495923537,16970.289598628544,7,7,7,241618.55689304287,FALSE,,FALSE
17.5,1032,133,899,0.10658782436291778,0.10957094319990737,16982.18058359024,7,7,7,241751.51301222487,FALSE,,FALSE
17.560462670872766,1032,144,888,0.10972414211022417,0.10927608004294365,17000.563555033572,7,7,7,240183.9885568188,FALSE,,FALSE
17.68447837150127,1032,147,885,0.10916923066476808,0.10932867065870895,16996.75430515342,7,7,7,239871.44569664693,FALSE,,FALSE
17.69825918762089,1032,149,883,0.10808823364033332,0.10943222850651702,16989.905052282873,7,7,7,239783.79426664152,FALSE,,FALSE
17.757009345794394,1032,154,878,0.10199944923442451,0.11005198559735337,16951.937125835426,7,7,7,239807.45073145902,FALSE,,FALSE
17.780748663101605,1032,160,872,0.10130854064875476,0.11012143074297086,16947.949271576996,7,7,7,239758.0051405978,FALSE,,FALSE
17.786069651741293,1032,165,867,0.12687944876020663,0.1074027785261637,17131.94709280165,7,7,7,240094.11639496143,FALSE,,FALSE
17.805755395683452,1032,168,864,0.12347924130207888,0.10772993650756689,17101.984817602948,7,7,7,240260.66539192386,FALSE,,FALSE
17.82857142857143,1032,169,863,0.10547336466448043,0.10968677643978446,16974.045695616616,7,7,7,240851.71755744173,FALSE,,FALSE
17.866666666666667,1032,171,861,0.10137485713412678,0.11010780865926068,16952.097689611102,7,7,7,240558.12841975375,FALSE,,FALSE
17.869415807560138,1032,186,846,0.09078635744500264,0.11134684869078182,16902.465561686884,7,7,7,240129.52388915556,FALSE,,FALSE
17.873651771956858,1032,189,843,0.08158031439350212,0.11281917924785595,16894.57721910569,7,7,7,240091.8919891237,FALSE,,FALSE
17.890520694259013,1032,192,840,0.0743010067402323,0.1138770905341733,16898.003949907197,7,7,7,239726.5768813884,FALSE,,FALSE
17.925478348439075,1032,197,835,0.06854123127558864,0.11490963784053874,16916.935054927173,7,7,7,239872.4698591956,FALSE,,FALSE
17.94871794871795,1032,198,834,0.0694801913072332,0.11474658623453333,16908.450155277973,7,7,7,239839.35040011792,FALSE,,FALSE
17.971014492753625,1032,199,833,0.06933900314982354,0.11472120056597267,16905.796582641568,7,7,7,239826.15277906353,FALSE,,FALSE
17.992047713717692,1032,201,831,0.06783569117771845,0.11479977425899907,16905.293474775015,7,7,7,239708.08037260795,FALSE,,FALSE
18.00610376398779,1032,202,830,0.07546742786203427,0.11385188920561184,16903.985676656885,7,7,7,239701.4513625377,FALSE,,FALSE
18.00804828973843,1032,207,825,0.0804988804864276,0.1132758050815939,16903.518365962413,7,7,7,239979.53336280526,FALSE,,FALSE
18.05416248746239,1032,217,815,0.07623369452234559,0.11444143625146802,16934.17147409936,7,7,7,239153.17814594225,FALSE,,FALSE
18.125,1032,219,813,0.07619075328451239,0.11445065862242587,16935.46301754164,7,7,7,239123.06706965482,FALSE,,FALSE
18.181818181818183,1032,220,812,0.07700308413950763,0.11437184359071038,16937.99392633811,7,7,7,239124.5326437468,FALSE,,FALSE
18.213058419243985,1032,224,808,0.08252842834258302,0.11353585494956885,16936.14238100222,7,7,7,239116.00766259796,FALSE,,FALSE
18.27768014059754,1032,227,805,0.09837254401728258,0.11115909885401273,16957.848898667755,7,7,7,239108.03201386353,FALSE,,FALSE
18.286311389759664,1032,231,801,0.1019185958501847,0.1105874829348011,16968.9128762298,7,7,7,239116.13249767676,FALSE,,FALSE
18.31275720164609,1032,234,798,0.09932803191546447,0.11105902039990158,16962.50231773442,7,7,7,239115.55727459083,FALSE,,FALSE
18.360995850622405,1032,237,795,0.10067305638709458,0.11084080828812508,16967.184874076884,7,7,7,239111.56120523452,FALSE,,FALSE
18.433179723502302,1032,241,791,0.11508893226987527,0.10835794492770444,17040.236922938606,7,7,7,239125.06471232083,FALSE,,FALSE
18.451612903225808,1032,243,789,0.10762640430673871,0.10962371483026379,16987.561829559076,7,7,7,239176.59532701236,FALSE,,FALSE
18.473895582329316,1032,247,785,0.11021073012185369,0.10914233662673022,17002.82716905132,7,7,7,239149.46884984936,FALSE,,FALSE
18.51106639839034,1032,254,778,0.11364129283794303,0.10847031813933768,17023.41128373417,7,7,7,239158.8602177334,FALSE,,FALSE
18.54922279792746,1032,265,767,0.1138982913744998,0.1084034139598998,17027.309058817063,7,7,7,239698.8990538534,FALSE,,FALSE
18.564356435643564,1032,275,757,0.10619004007418073,0.10993465553559471,16977.361630917636,7,7,7,239365.07544107942,FALSE,,FALSE
18.636363636363637,1032,281,751,0.10823712112963593,0.10955139730019457,16991.175453854623,7,7,7,239450.665061704,FALSE,,FALSE
18.645731108930324,1032,282,750,0.10603200640776235,0.11004714665190624,16977.38218214973,7,7,7,239503.69748258984,FALSE,,FALSE
18.681318681318682,1032,285,747,0.10164554090070146,0.11107295175490106,16952.425700354037,7,7,7,239552.65291234813,FALSE,,FALSE
18.684759916492695,1032,288,744,0.1025630638968304,0.11094491704347985,16961.61243543662,7,7,7,239699.8172213335,FALSE,,FALSE
18.73873873873874,1032,291,741,0.1096974768252749,0.10922238785614978,17000.302386172785,7,7,7,240297.84848003654,FALSE,,FALSE
18.838028169014084,1032,292,740,0.112782741078107,0.10847606032580857,17023.334404878646,7,7,7,240288.3016056302,FALSE,,FALSE
18.840579710144926,1032,293,739,0.1127106423708454,0.10849361865428618,17022.853645293184,7,7,7,240134.3722966852,FALSE,,FALSE
18.844221105527637,1032,296,736,0.11175518595312604,0.10872124874197735,17016.30283147849,7,7,7,240088.5913904199,FALSE,,FALSE
18.992248062015506,1032,297,735,0.11235875166151345,0.10857634508071859,17021.637912896294,7,7,7,240550.5705026251,FALSE,,FALSE
19.047619047619047,1032,300,732,0.11144871991847084,0.10879649954755566,17014.251025855338,7,7,7,240081.39195718273,FALSE,,FALSE
19.06040268456376,1032,303,729,0.1083700299633745,0.10954838127455821,16990.139098114025,7,7,7,239964.9587707667,FALSE,,FALSE
19.081632653061224,1032,312,720,0.11042483804879885,0.1090323630226498,17006.551236532043,7,7,7,239697.37753292016,FALSE,,FALSE
19.096045197740114,1032,323,709,0.10957553418864066,0.10925122403693417,17000.854574225905,7,7,7,239360.04439179355,FALSE,,FALSE
19.11764705882353,1032,324,708,0.11000341859068237,0.10914620307595038,17006.071347662502,7,7,7,239357.0720457149,FALSE,,FALSE
19.17098445595855,1032,326,706,0.10943232933887516,0.10928659432787624,16999.12022773545,7,7,7,239364.05345259808,FALSE,,FALSE
19.29824561403509,1032,329,703,0.10661603018597156,0.10996390226848675,16965.47032621938,7,7,7,239504.32041644675,FALSE,,FALSE
19.36842105263158,1032,330,702,0.10697478867520284,0.1098753850409437,16968.827969941663,7,7,7,239492.20401969866,FALSE,,FALSE
19.384615384615383,1032,334,698,0.10366572419744662,0.11072158947592513,16933.788111682497,7,7,7,239472.9622090596,FALSE,,FALSE
19.441571871768357,1032,340,692,0.11095078920934677,0.10889144203870348,17016.664358562884,7,7,7,239328.94191403553,FALSE,,FALSE
19.50959488272921,1032,342,690,0.10995112653557934,0.10914902487767233,17005.34361530231,7,7,7,239357.3853225434,FALSE,,FALSE
19.527235354573484,1032,343,689,0.10912822636672365,0.10936475071403823,16995.22625400584,7,7,7,239181.3504438238,FALSE,,FALSE
19.532757745048247,1032,359,673,0.10909454828056106,0.1093791596057584,16994.995102823967,7,7,7,239159.29558378833,FALSE,,FALSE
19.54624781849913,1032,361,671,0.10816781227902414,0.10965618318486302,16983.964776190503,7,7,7,239136.79863840804,FALSE,,FALSE
19.607843137254903,1032,364,668,0.10888649055053419,0.10944098957233143,16992.363540827075,7,7,7,239136.53717524107,FALSE,,FALSE
19.619787837412037,1032,383,649,0.11020375165941813,0.1090133440566636,17008.28821854662,7,7,7,239219.8923572947,FALSE,,FALSE
19.707207207207208,1032,388,644,0.10114234908552615,0.11236691303636745,16909.345114762622,7,7,7,239134.86431650532,FALSE,,FALSE
19.76893453145058,1032,390,642,0.10173294254916207,0.11219659067727694,16917.404962892135,7,7,7,239125.25140458622,FALSE,,FALSE
19.769673704414586,1032,393,639,0.10195651534898655,0.11214231212856274,16919.98445166293,7,7,7,239149.64432262222,FALSE,,FALSE
19.774011299435028,1032,395,637,0.10325459310235005,0.1116569580204177,16934.163148892978,7,7,7,239127.58802117323,FALSE,,FALSE
19.90049751243781,1032,396,636,0.10336901216937433,0.1116124671171894,16934.935693776442,7,7,7,239127.64563801402,FALSE,,FALSE
19.911552151871426,1032,413,619,0.09063536665122367,0.11716274159806947,16895.401949207444,7,7,7,239079.14137437663,FALSE,,FALSE
19.979612640163097,1032,420,612,0.08890804387985034,0.11802238392035508,16882.915859910885,7,7,7,239060.904552558,FALSE,,FALSE
