N_nonmissing,mean,sd,min,p10,p25,p50,p75,p90,max,unique_values,cor_q_school_access_educ_years,cor_q_school_access_parent_educ_mean
3188,1.4422952941780578,0.3902585856746768,0.7819171572528096,0.9478157109868292,1.0522298977933353,1.4559588427726506,1.739781018058746,1.9572230952796692,2.301862236976233,356,0.0013682401705279966,-0.1569112029680963
