B_requested,n_success,n_failed,n_warning,n_clusters,gamma_observed,gamma_q025,gamma_q05,gamma_q50,gamma_q95,gamma_q975,beta_low_observed,beta_low_q025,beta_low_q975,beta_high_observed,beta_high_q025,beta_high_q975,beta_diff_observed,beta_diff_q025,beta_diff_q975,beta_diff_ci_contains_zero,bootstrap_p_value
399,399,0,21,22,1.0380060250036154,1.020533066128087,1.032312925170068,1.21594138576767,1.8079931039396437,1.8400655517333309,0.1204540456212128,0.07142003878669571,0.1315350281834317,0.09087674578671212,0.05799792883941679,0.11432744979272373,-0.029577299834500678,-0.057924986185735564,0.016248893341505317,TRUE,0.10776942355889724
