gamma,N,N_low,N_high,beta_low_2sls,beta_high_2sls,SSR_2SLS,rank_X,rank_Z,rank_XPZX,condition_number_XPZX,warning_flag,warning_note,is_gamma_hat
16.891363669887163,3188,328,2860,0.14138695835581172,0.10164709053031953,46283.007918787975,7,7,7,328829.72003413667,FALSE,,FALSE
16.894594370365798,3188,334,2854,0.14002269197562162,0.10166230906104431,46288.83349596699,7,7,7,323680.0734500326,FALSE,,FALSE
16.971503995097464,3188,338,2850,0.14222566114402377,0.10157761764732681,46319.14526289764,7,7,7,327559.79872191005,FALSE,,FALSE
16.994168939228373,3188,340,2848,0.14361337162857538,0.10152300771026947,46349.704620701334,7,7,7,327793.77912291425,FALSE,,FALSE
17.050691755270783,3188,360,2828,0.13909985163867242,0.10151609743764596,46336.16366686898,7,7,7,278200.7999947918,FALSE,,FALSE
17.119660914624944,3188,368,2820,0.13284719883783333,0.10178291154181039,46265.77943109774,7,7,7,267067.9051041557,FALSE,,FALSE
17.31213451181112,3188,382,2806,0.1435938814051747,0.10117040474839234,46409.70383799407,7,7,7,266561.3717560911,FALSE,,FALSE
17.316872272435916,3188,395,2793,0.12987936364724206,0.10167097897959497,46329.85497948446,7,7,7,230605.10591620248,FALSE,,FALSE
17.337616882611826,3188,398,2790,0.13199627113803075,0.1014829076639955,46356.47435117128,7,7,7,227495.9018249618,FALSE,,FALSE
17.371639926844974,3188,414,2774,0.13213419706697518,0.10141864540944076,46386.934122641454,7,7,7,222661.53066301992,FALSE,,FALSE
17.381662525259937,3188,415,2773,0.13197378613862054,0.10142474088344733,46384.273258744426,7,7,7,221748.88846408107,FALSE,,FALSE
17.456786171574905,3188,419,2769,0.12848966607894471,0.10161154144417808,46371.32557180932,7,7,7,219870.09917336216,FALSE,,FALSE
17.47543188568052,3188,441,2747,0.12462886497530591,0.1017911426411357,46322.388972011024,7,7,7,207808.06704555254,FALSE,,FALSE
17.483333333333334,3188,453,2735,0.11924016762854456,0.10204890151216234,46217.95718574482,7,7,7,197858.05795490387,FALSE,,FALSE
17.503120926731654,3188,467,2721,0.12459906831379555,0.10148415920767044,46281.280624964296,7,7,7,194944.6851326685,FALSE,,FALSE
17.54980127747731,3188,496,2692,0.10221278157984248,0.10342487929148922,46018.53806253936,7,7,7,194281.73612890928,FALSE,,FALSE
17.59078906829935,3188,497,2691,0.1021339704897423,0.10343246139662429,46017.88484320419,7,7,7,194336.98825157425,FALSE,,FALSE
17.67859368046284,3188,506,2682,0.10490968216251194,0.10317030523052827,46041.558466500406,7,7,7,195055.67497777514,FALSE,,FALSE
17.69292412617221,3188,511,2677,0.10257000964279563,0.10339239804398263,46021.11297008735,7,7,7,193144.7183347526,FALSE,,FALSE
17.76202100276734,3188,526,2662,0.09777410021017607,0.10389069526961764,45987.57262876285,7,7,7,192652.2727592836,FALSE,,FALSE
17.768879004448,3188,535,2653,0.097623842071545,0.1039103812983906,45987.58030524072,7,7,7,192416.76268777263,FALSE,,FALSE
17.783798133538447,3188,547,2641,0.10720762196125415,0.10293200013681421,46068.88458830186,7,7,7,196678.65612253756,FALSE,,FALSE
17.78749953288014,3188,562,2626,0.10091732643276029,0.1035780396931514,46006.38538146097,7,7,7,194592.09816248334,FALSE,,FALSE
17.81183800623053,3188,569,2619,0.1014611391912789,0.10352533300053376,46010.58013121625,7,7,7,193508.27599914302,FALSE,,FALSE
17.81186876802998,3188,583,2605,0.10380717239325951,0.10326498956781265,46032.441735887434,7,7,7,193399.72898450977,FALSE,,FALSE
17.845153450669294,3188,590,2598,0.10414051082151247,0.10322752208973993,46035.930542767805,7,7,7,194191.39254482026,FALSE,,FALSE
17.85286364725617,3188,602,2586,0.10144901087228017,0.10354491181731086,46009.1360221526,7,7,7,190677.5650276415,FALSE,,FALSE
17.88864468864469,3188,609,2579,0.10177279190886607,0.10350819611021629,46012.34883037072,7,7,7,190435.60183739493,FALSE,,FALSE
17.923387030316213,3188,617,2571,0.10186937972485345,0.10350000229856965,46012.32591823959,7,7,7,190674.43594694734,FALSE,,FALSE
17.93727422003284,3188,622,2566,0.09149826247677913,0.10477060805474395,45921.25245502788,7,7,7,191322.28285619224,FALSE,,FALSE
17.966763319088752,3188,634,2554,0.09242266765602589,0.10467398593467812,45927.42828760648,7,7,7,190206.46532403084,FALSE,,FALSE
17.98503388251919,3188,657,2531,0.0933663136555217,0.10460346742952492,45937.900529861305,7,7,7,190079.792340684,FALSE,,FALSE
17.98855912837071,3188,663,2525,0.09879592043272058,0.10390218340332495,45981.09741808554,7,7,7,189789.2891460773,FALSE,,FALSE
18.041717768140494,3188,667,2521,0.10477326774513178,0.10312512463392258,46043.56844634716,7,7,7,189218.27489330265,FALSE,,FALSE
18.064651307839238,3188,670,2518,0.10379843508110194,0.10325656172457166,46032.67886936037,7,7,7,191190.76786901927,FALSE,,FALSE
18.06804563736354,3188,677,2511,0.10278380740180923,0.10339224290814139,46022.321803514424,7,7,7,191082.01009451767,FALSE,,FALSE
18.127322122715462,3188,685,2503,0.10593798700208225,0.1029601737602273,46054.390663791695,7,7,7,191154.97489573425,FALSE,,FALSE
18.153409090909093,3188,687,2501,0.10594848524008897,0.10295828590808578,46054.356050308765,7,7,7,191098.10117547514,FALSE,,FALSE
18.17521304369243,3188,699,2489,0.10163557417198263,0.10355223053530259,46010.63757878268,7,7,7,191748.16531464632,FALSE,,FALSE
18.1835498073051,3188,713,2475,0.10377067388903716,0.1032584143121746,46032.833288668066,7,7,7,190198.02490443626,FALSE,,FALSE
18.215373105764044,3188,714,2474,0.10470833919815335,0.10312880595984326,46043.89888380203,7,7,7,190198.75433130402,FALSE,,FALSE
18.259557344064383,3188,735,2453,0.11297792143306093,0.1019812117681639,46162.432219310154,7,7,7,189692.54681321548,FALSE,,FALSE
18.265238792773534,3188,740,2448,0.11258962909537976,0.10203601997365298,46155.9400141385,7,7,7,189784.63390555765,FALSE,,FALSE
18.277485226637772,3188,758,2430,0.10928479758088412,0.10248212359182413,46116.28475560662,7,7,7,189897.48486482113,FALSE,,FALSE
18.308372800841973,3188,761,2427,0.10877240521869247,0.10255523234891878,46108.26589873026,7,7,7,189968.63524981748,FALSE,,FALSE
18.417767093843562,3188,781,2407,0.10497464685239744,0.10306790983125438,46052.26272681599,7,7,7,190892.03234711886,FALSE,,FALSE
18.482730502650128,3188,801,2387,0.10186617678776227,0.10354959835166916,46001.37401217681,7,7,7,191257.65626292786,FALSE,,FALSE
18.52287788355755,3188,813,2375,0.09985681135726722,0.10388608669529502,45966.59701039656,7,7,7,192172.72257307256,FALSE,,FALSE
18.53477167993297,3188,826,2362,0.10048276773743589,0.10380410947443922,45978.803236817,7,7,7,191754.74099779216,FALSE,,FALSE
18.55785415480581,3188,829,2359,0.10172035646977062,0.10359293240724614,45999.27836416408,7,7,7,191772.415391813,FALSE,,FALSE
18.5646074001787,3188,837,2351,0.1002664774390807,0.10384391527114763,45973.25716436398,7,7,7,192017.53126291084,FALSE,,FALSE
